param D:=
1 19.1498
2 17.6352
3 14.2581
4 20.8998
5 18.4437
6 26.2551
7 21.8082
8 21.0676
9 20.3697
10 13.6385
11 19.5677
12 22.17
13 22.2587
14 17.6536
15 17.3706
16 20.2595
17 23.5005
18 16.7646
19 25.3194
20 20.1509
;
param S:=
1 11
2 20
3 8
4 5
5 14
6 9
7 15
8 17
9 13
10 15
11 18
12 11
13 10
14 14
15 18
16 7
17 16
18 14
19 12
20 8
;
param L:1   2   3   4   5   6   7   8   9  10  11  12  13  14  15  16  17  18  19  20:=
 1   0  15  11  14   5  12  18  14  10   6   9   8   3  15  15  10   7  11   9  17
 2  15   0  18  21  12  17  27  23   9  11   8  17  16  12  24  19  10  14  18  26
 3  11  18   0  11  14   3  15  17  13  15  12  11  10   8  18   7  16  14  12  14
 4  14  21  11   0  17  12  18  20  16  18  15  14  13  15  21  10  19  17  15  11
 5   5  12  14  17   0  15  21  17  13   3   6  11   6  12  18  13   4  14  12  20
 6  12  17   3  12  15   0  16  18  14  16  11  12  11   7  19   8  15  15  13  15
 7  18  27  15  18  21  16   0   8  20  22  25  14  17  21   5  10  23  17  13   9
 8  14  23  17  20  17  18   8   0  16  18  21   8  13  23   3  16  19  15   7  15
 9  10   9  13  16  13  14  20  16   0  14  15  10   9  19  17  12  15   7  11  19
10   6  11  15  18   3  16  22  18  14   0   5  12   7  11  19  14   3  15  13  21
11   9   8  12  15   6  11  25  21  15   5   0  15  10   6  22  17   4  18  16  24
12   8  17  11  14  11  12  14   8  10  12  15   0   7  17   9  10  13  11   3  17
13   3  16  10  13   6  11  17  13   9   7  10   7   0  16  14   9   8  10   8  16
14  15  12   8  15  12   7  21  23  19  11   6  17  16   0  24  13  10  20  18  20
15  15  24  18  21  18  19   5   3  17  19  22   9  14  24   0  13  20  14   8  12
16  10  19   7  10  13   8  10  16  12  14  17  10   9  13  13   0  15  13  11  13
17   7  10  16  19   4  15  23  19  15   3   4  13   8  10  20  15   0  16  14  22
18  11  14  14  17  14  15  17  15   7  15  18  11  10  20  14  13  16   0  12  20
19   9  18  12  15  12  13  13   7  11  13  16   3   8  18   8  11  14  12   0  18
20  17  26  14  11  20  15   9  15  19  21  24  17  16  20  12  13  22  20  18   0
;
param C =60;
