param D:=
1 24.3877
2 19.1714
3 20.7318
4 14.0984
5 20.4051
6 13.147
7 19.3168
8 20.2119
9 15.6768
10 21.0676
11 20.3697
12 18.9898
13 18.3374
14 16.4981
15 24.7364
16 18.9791
17 13.6385
18 23.9166
19 21.7513
20 22.2587
;
param S:=
1 16
2 19
3 6
4 10
5 4
6 17
7 10
8 12
9 17
10 17
11 13
12 21
13 13
14 20
15 16
16 10
17 15
18 21
19 18
20 10
;
param L:1   2   3   4   5   6   7   8   9  10  11  12  13  14  15  16  17  18  19  20:=
 1   0  15  20  24  18  19  12  20   3  19   5  17  17  16  12  18  15   7  20  12
 2  15   0  21  17  21  10  15  15  16  10  12   4  24   3   5  17  20  20   7  15
 3  20  21   0   6   4  17  14  16  21  17  17  17  17  20  20  14  19  25  16  14
 4  24  17   6   0   8  13  18  12  25  13  21  13  21  16  20  14  23  29  12  18
 5  18  21   4   8   0  19  12  14  19  19  15  19  15  22  18  12  17  23  18  12
 6  19  10  17  13  19   0  13  11  20   2  16   6  22   9  13  13  18  24   3  13
 7  12  15  14  18  12  13   0  14  13  13   9  17  15  16  12  12   7  13  14   2
 8  20  15  16  12  14  11  14   0  21  11  17  11  17  14  18   4  19  25  10  14
 9   3  16  21  25  19  20  13  21   0  20   6  18  16  17  13  19  14   6  21  13
10  19  10  17  13  19   2  13  11  20   0  16   6  22   9  13  13  18  24   3  13
11   5  12  17  21  15  16   9  17   6  16   0  14  18  13   9  15  14  10  17   9
12  17   4  17  13  19   6  17  11  18   6  14   0  26   3   7  13  22  22   3  17
13  17  24  17  21  15  22  15  17  16  22  18  26   0  25  21  15  12  10  23  15
14  16   3  20  16  22   9  16  14  17   9  13   3  25   0   6  16  21  21   6  16
15  12   5  20  20  18  13  12  18  13  13   9   7  21   6   0  18  17  17  10  12
16  18  17  14  14  12  13  12   4  19  13  15  13  15  16  18   0  17  23  12  12
17  15  20  19  23  17  18   7  19  14  18  14  22  12  21  17  17   0   8  19   7
18   7  20  25  29  23  24  13  25   6  24  10  22  10  21  17  23   8   0  25  13
19  20   7  16  12  18   3  14  10  21   3  17   3  23   6  10  12  19  25   0  14
20  12  15  14  18  12  13   2  14  13  13   9  17  15  16  12  12   7  13  14   0
;
param C =60;
