param D:=
1 17.3706
2 13.6385
3 25.5927
4 21.6849
5 19.9581
6 23.5597
7 22.2727
8 23.1504
9 17.8329
10 23.3171
11 16.637
12 23.5728
13 14.6119
14 19.9296
15 18.9898
16 21.8082
17 22.2564
18 24.7364
19 22.2587
20 21.9285
;
param S:=
1 18
2 15
3 13
4 15
5 9
6 17
7 12
8 11
9 14
10 13
11 14
12 12
13 11
14 15
15 21
16 15
17 13
18 16
19 10
20 15
;
param L:1   2   3   4   5   6   7   8   9  10  11  12  13  14  15  16  17  18  19  20:=
 1   0  19   7   5  19  21   6   9   6   7  24  28   9  19   5   5  17  12  14  19
 2  19   0  14  16  16   4  25  18  21  20  11  11  12   2  22  22   4  17   7  16
 3   7  14   0   4  14  16  13  16  13  14  19  23   4  14  10  12  12  15   9  14
 4   5  16   4   0  16  18  11  14  11  12  21  25   6  16   8  10  14  15  11  16
 5  19  16  14  16   0  14  19  12  15  14   7  11  12  16  22  16  14  17  11  16
 6  21   4  16  18  14   0  27  20  23  22   9   9  14   4  24  24   6  19   9  14
 7   6  25  13  11  19  27   0   9   6   7  24  22  15  25   9   3  23  16  20  25
 8   9  18  16  14  12  20   9   0   5   4  17  21  14  18  12   6  16  19  13  18
 9   6  21  13  11  15  23   6   5   0   3  20  24  15  21   9   3  19  16  16  21
10   7  20  14  12  14  22   7   4   3   0  19  23  16  20  10   4  18  17  15  20
11  24  11  19  21   7   9  24  17  20  19   0   6  17  11  27  21  13  22  16  17
12  28  11  23  25  11   9  22  21  24  23   6   0  21  11  31  25  13  26  16  17
13   9  12   4   6  12  14  15  14  15  16  17  21   0  12  12  14  10  13   7  12
14  19   2  14  16  16   4  25  18  21  20  11  11  12   0  22  22   4  17   7  16
15   5  22  10   8  22  24   9  12   9  10  27  31  12  22   0   8  20   7  17  16
16   5  22  12  10  16  24   3   6   3   4  21  25  14  22   8   0  20  15  17  22
17  17   4  12  14  14   6  23  16  19  18  13  13  10   4  20  20   0  15   5  14
18  12  17  15  15  17  19  16  19  16  17  22  26  13  17   7  15  15   0  12  11
19  14   7   9  11  11   9  20  13  16  15  16  16   7   7  17  17   5  12   0  11
20  19  16  14  16  16  14  25  18  21  20  17  17  12  16  16  22  14  11  11   0
;
param C =60;
