param D:=
1 16.7646
2 23.075
3 13.3673
4 20.2119
5 21.9285
6 10.917
7 16.8368
8 25.5927
9 25.7842
10 23.9166
11 21.6442
12 23.4671
13 22.449
14 16.2009
15 18.5767
16 15.8346
17 21.8082
18 20.8998
19 22.4666
20 20.608
;
param S:=
1 14
2 17
3 7
4 12
5 15
6 7
7 18
8 13
9 3
10 21
11 11
12 12
13 9
14 10
15 12
16 7
17 15
18 5
19 10
20 7
;
param L:1   2   3   4   5   6   7   8   9  10  11  12  13  14  15  16  17  18  19  20:=
 1   0  17  19  18   9  13  12  13  13  15  17  18  21  22  18  13  17  17  10  13
 2  17   0  22  21  14  16  11  16  16   6  20  21  14  13  11  16  24  18  13  16
 3  19  22   0  15  20  12  23  18   8  26  16  15  14  15  17  12  10  10  15  12
 4  18  21  15   0  19  11  22  15  11  25   3   2  19  20  16  11   5  15  14   7
 5   9  14  20  19   0  14   5  14  14   8  18  19  22  21  19  14  22  18  11  14
 6  13  16  12  11  14   0  17  12   6  16  10  11  14  15   7   2  14  10   9   6
 7  12  11  23  22   5  17   0  17  17   5  21  22  19  18  16  17  25  21  14  17
 8  13  16  18  15  14  12  17   0  12  20  16  15  20  21  17  12  12  16   5  12
 9  13  16   8  11  14   6  17  12   0  20  10  11   8   9  11   6  14   4   9   6
10  15   6  26  25   8  16   5  20  20   0  24  25  14  13  11  16  28  18  17  20
11  17  20  16   3  18  10  21  16  10  24   0   3  18  19  15  10   6  14  13   6
12  18  21  15   2  19  11  22  15  11  25   3   0  19  20  16  11   5  15  14   7
13  21  14  14  19  22  14  19  20   8  14  18  19   0   3  13  14  22   6  17  14
14  22  13  15  20  21  15  18  21   9  13  19  20   3   0  12  15  23   7  18  15
15  18  11  17  16  19   7  16  17  11  11  15  16  13  12   0   7  19  15  14  11
16  13  16  12  11  14   2  17  12   6  16  10  11  14  15   7   0  14  10   9   6
17  17  24  10   5  22  14  25  12  14  28   6   5  22  23  19  14   0  18  15  10
18  17  18  10  15  18  10  21  16   4  18  14  15   6   7  15  10  18   0  13  10
19  10  13  15  14  11   9  14   5   9  17  13  14  17  18  14   9  15  13   0   9
20  13  16  12   7  14   6  17  12   6  20   6   7  14  15  11   6  10  10   9   0
;
param C =60;
