param D:=
1 22.2727
2 19.9296
3 18.6004
4 17.0322
5 19.4703
6 16.9062
7 17.993
8 19.9581
9 22.1407
10 16.933
11 22.2564
12 17.6536
13 23.1504
14 23.8176
15 24.1118
16 21.2646
17 20.608
18 24.228
19 24.8836
20 16.637
;
param S:=
1 12
2 15
3 15
4 15
5 13
6 7
7 14
8 9
9 10
10 10
11 13
12 14
13 11
14 4
15 15
16 8
17 7
18 9
19 7
20 14
;
param L:1   2   3   4   5   6   7   8   9  10  11  12  13  14  15  16  17  18  19  20:=
 1   0  25  25  25  23  17  12  19  10  20  23  24   9  14  17  18  13  11  17  24
 2  25   0  10   8   4  18  15  16  17  15   4  11  18  13  16  17  14  16   8  11
 3  25  10   0   2  12  10  21   8  17   7  12   3  18  13  22   9  14  16  14   3
 4  25   8   2   0  10  12  21   8  17   7  10   3  18  13  22  11  14  16  14   3
 5  23   4  12  10   0  18  13  14  15  15   2  13  16  11  14  19  12  14   6  13
 6  17  18  10  12  18   0  19  14  15  15  18  13  16   9  20   3  12  14  12  13
 7  12  15  21  21  13  19   0  15  16  16  13  20  15  12  15  20  13  15   9  20
 8  19  16   8   8  14  14  15   0  11   3  14   7  12   7  16  15   8  10   8   7
 9  10  17  17  17  15  15  16  11   0  12  15  16   3   6  17  16   5   3   9  16
10  20  15   7   7  15  15  16   3  12   0  15   6  13   8  17  16   9  11   9   6
11  23   4  12  10   2  18  13  14  15  15   0  13  16  11  14  19  12  14   6  13
12  24  11   3   3  13  13  20   7  16   6  13   0  17  12  21  12  13  15  13   2
13   9  18  18  18  16  16  15  12   3  13  16  17   0   7  18  17   6   4  10  17
14  14  13  13  13  11   9  12   7   6   8  11  12   7   0  13  10   3   5   5  12
15  17  16  22  22  14  20  15  16  17  17  14  21  18  13   0  21  14  16  10  21
16  18  17   9  11  19   3  20  15  16  16  19  12  17  10  21   0  13  15  13  12
17  13  14  14  14  12  12  13   8   5   9  12  13   6   3  14  13   0   4   6  13
18  11  16  16  16  14  14  15  10   3  11  14  15   4   5  16  15   4   0   8  15
19  17   8  14  14   6  12   9   8   9   9   6  13  10   5  10  13   6   8   0  13
20  24  11   3   3  13  13  20   7  16   6  13   2  17  12  21  12  13  15  13   0
;
param C =60;
