param D:=
1 18.5767
2 20.349
3 20.1509
4 15.8058
5 20.4051
6 22.7393
7 24.8836
8 20.4439
9 13.4212
10 24.1461
11 24.3877
12 23.9166
13 23.3171
14 25.7842
15 21.6311
16 12.6229
17 22.449
18 21.5758
19 19.9581
20 25.2937
;
param S:=
1 12
2 12
3 8
4 9
5 4
6 13
7 7
8 10
9 7
10 8
11 16
12 21
13 13
14 3
15 13
16 16
17 9
18 4
19 9
20 14
;
param L:1   2   3   4   5   6   7   8   9  10  11  12  13  14  15  16  17  18  19  20:=
 1   0  16  18  13  14  17  11   4  11   6  18  11  17  11  17  20  13  14   5  18
 2  16   0  18   5  14  11   5  14   7  12  14  11  17  11  11  14  19  14  13  18
 3  18  18   0  15   6  19  13  16  13  14  22  27  13   9  19  16  15  10  15  12
 4  13   5  15   0  11   6   2  11   4   9   9  14  14   8   8  11  16  11  10  15
 5  14  14   6  11   0  15   9  12   9  10  18  23  15   5  15  18  11   6  11  16
 6  17  11  19   6  15   0   8  15   8  13   9  14  18  12  12  15  20  15  14  19
 7  11   5  13   2   9   8   0   9   2   7  11  14  12   6   8  11  14   9   8  13
 8   4  14  16  11  12  15   9   0   9   4  18  13  15   9  15  18  15  12   3  16
 9  11   7  13   4   9   8   2   9   0   7  11  16  12   6   6   9  14   9   8  13
10   6  12  14   9  10  13   7   4   7   0  16  15  13   7  13  16  15  10   3  14
11  18  14  22   9  18   9  11  18  11  16   0   7  21  15  15  18  21  18  17  22
12  11  11  27  14  23  14  14  13  16  15   7   0  26  20  20  23  14  19  14  27
13  17  17  13  14  15  18  12  15  12  13  21  26   0  12  14  11  20  15  14   3
14  11  11   9   8   5  12   6   9   6   7  15  20  12   0  12  15   8   3   8  13
15  17  11  19   8  15  12   8  15   6  13  15  20  14  12   0   5  20  15  14  13
16  20  14  16  11  18  15  11  18   9  16  18  23  11  15   5   0  23  18  17  10
17  13  19  15  16  11  20  14  15  14  15  21  14  20   8  20  23   0   7  16  21
18  14  14  10  11   6  15   9  12   9  10  18  19  15   3  15  18   7   0  11  16
19   5  13  15  10  11  14   8   3   8   3  17  14  14   8  14  17  16  11   0  15
20  18  18  12  15  16  19  13  16  13  14  22  27   3  13  13  10  21  16  15   0
;
param C =60;
