param D:=
1 19.1714
2 19.5285
3 26.2551
4 19.1498
5 14.0984
6 18.5767
7 22.6016
8 15.8346
9 27.7684
10 22.2564
11 16.5718
12 20.608
13 17.6701
14 17.2902
15 20.0156
16 23.201
17 16.4981
18 20.8998
19 25.7842
20 10.917
;
param S:=
1 19
2 18
3 9
4 11
5 10
6 12
7 8
8 7
9 16
10 13
11 11
12 7
13 15
14 12
15 5
16 13
17 20
18 5
19 3
20 7
;
param L:1   2   3   4   5   6   7   8   9  10  11  12  13  14  15  16  17  18  19  20:=
 1   0   3  20  16  17  23  19  18  11  18  16  18  10  15  22  24   3  22  18  18
 2   3   0  19  15  18  22  18  17  12  17  17  17  11  16  21  23   4  21  17  17
 3  20  19   0  12  17   5   9   4  17  14  18   8  16  13  12   6  21  12   8   4
 4  16  15  12   0  19  15  11  10  13   4  20  10  18   9  14  16  17  14  10  10
 5  17  18  17  19   0  20  16  15  14  21   3  15   9  18   7  21  16  13  11  15
 6  23  22   5  15  20   0  12   7  20  15  21  11  19  16  15   3  24  15  11   7
 7  19  18   9  11  16  12   0   7  16  13  15   3   9  12  11  13  18  11   7   7
 8  18  17   4  10  15   7   7   0  15  12  16   6  14  11  10   8  19  10   6   2
 9  11  12  17  13  14  20  16  15   0  15  13  15   7   6  19  21  10  19  15  15
10  18  17  14   4  21  15  13  12  15   0  22  12  20  11  16  14  19  16  12  12
11  16  17  18  20   3  21  15  16  13  22   0  16   8  17   8  22  15  14  12  16
12  18  17   8  10  15  11   3   6  15  12  16   0  10  11  10  12  19  10   6   6
13  10  11  16  18   9  19   9  14   7  20   8  10   0  11  14  20   9  18  14  14
14  15  16  13   9  18  16  12  11   6  11  17  11  11   0  15  17  14  15  11  11
15  22  21  12  14   7  15  11  10  19  16   8  10  14  15   0  16  21   8   6  10
16  24  23   6  16  21   3  13   8  21  14  22  12  20  17  16   0  25  16  12   8
17   3   4  21  17  16  24  18  19  10  19  15  19   9  14  21  25   0  23  19  19
18  22  21  12  14  13  15  11  10  19  16  14  10  18  15   8  16  23   0   4  10
19  18  17   8  10  11  11   7   6  15  12  12   6  14  11   6  12  19   4   0   6
20  18  17   4  10  15   7   7   2  15  12  16   6  14  11  10   8  19  10   6   0
;
param C =60;
