param D:=
1 22.0965
2 19.5677
3 27.7684
4 26.2551
5 24.1461
6 20.6109
7 25.6007
8 16.6416
9 18.9791
10 20.2119
11 22.7393
12 17.6352
13 17.2902
14 20.4986
15 23.075
16 21.5758
17 17.0322
18 16.933
19 12.6229
20 17.0893
;
param S:=
1 18
2 18
3 16
4 9
5 8
6 6
7 11
8 8
9 10
10 12
11 13
12 20
13 12
14 3
15 17
16 4
17 15
18 10
19 16
20 11
;
param L:1   2   3   4   5   6   7   8   9  10  11  12  13  14  15  16  17  18  19  20:=
 1   0   2  20  13  14  14  11  18  20  22  17   6  16  17   3  18   5  12  20   9
 2   2   0  20  11  12  14   9  18  20  22  17   8  16  17   3  16   3  10  20   9
 3  20  20   0  17  16  12  25  16  14  12  15  22   6  15  19  18  23  18   2  13
 4  13  11  17   0   3   5  14   9  11  13  14  17  13   8  14  11   8   3  17  12
 5  14  12  16   3   0   4  15   8  10  12  13  18  12   7  15  10   9   4  16  11
 6  14  14  12   5   4   0  15   6   8  10   9  16   8   5  13   8  11   6  12   7
 7  11   9  25  14  15  15   0  17  19  21  22  15  21  12  12   9   8  13  25  18
 8  18  18  16   9   8   6  17   0   4   6  13  20  12   7  17  10  15  10  16  11
 9  20  20  14  11  10   8  19   4   0   4  15  22  14   9  19  12  17  12  14  13
10  22  22  12  13  12  10  21   6   4   0  17  24  16  11  21  14  19  14  12  15
11  17  17  15  14  13   9  22  13  15  17   0  13  11  12  16  15  20  15  15  10
12   6   8  22  17  18  16  15  20  22  24  13   0  18  19   9  22   9  16  22  15
13  16  16   6  13  12   8  21  12  14  16  11  18   0  11  15  14  19  14   6   9
14  17  17  15   8   7   5  12   7   9  11  12  19  11   0  16   5  14   9  15  10
15   3   3  19  14  15  13  12  17  19  21  16   9  15  16   0  19   6  13  19   8
16  18  16  18  11  10   8   9  10  12  14  15  22  14   5  19   0  15  12  18  13
17   5   3  23   8   9  11   8  15  17  19  20   9  19  14   6  15   0   7  23  12
18  12  10  18   3   4   6  13  10  12  14  15  16  14   9  13  12   7   0  18  13
19  20  20   2  17  16  12  25  16  14  12  15  22   6  15  19  18  23  18   0  13
20   9   9  13  12  11   7  18  11  13  15  10  15   9  10   8  13  12  13  13   0
;
param C =60;
