param D:=
1 13.4373
2 22.2587
3 17.8329
4 13.4212
5 15.4257
6 23.201
7 18.3374
8 19.4703
9 8.435
10 18.9791
11 17.993
12 15.0177
13 22.1781
14 20.3697
15 14.2771
16 15.8346
17 23.075
18 21.6311
19 27.7684
20 20.4725
;
param S:=
1 19
2 10
3 14
4 7
5 15
6 13
7 13
8 13
9 13
10 10
11 14
12 11
13 10
14 13
15 9
16 7
17 17
18 13
19 16
20 4
;
param L:1   2   3   4   5   6   7   8   9  10  11  12  13  14  15  16  17  18  19  20:=
 1   0  15  25  14  20  14  14  14  24  21  19  16  15   8  20  18  10  18  21  17
 2  15   0  16   5  11  15  15   5  15  12  10  13   6   9  11   9   9   9  12   8
 3  25  16   0  13  11  19  19  19   3   6  12  17  16  19   7  13  23  13  10  12
 4  14   5  13   0   8  12  12   8  12   9   7  10   3   8   8   6  12   6   9   5
 5  20  11  11   8   0  20  20  14  12  15   3  18   7  14  16  14  18   4   3  13
 6  14  15  19  12  20   0   2  14  18  15  19   4  15  18  14   8  10  18  21   9
 7  14  15  19  12  20   2   0  14  18  15  19   4  15  18  14   8  10  18  21   9
 8  14   5  19   8  14  14  14   0  18  15  13  16   9  12  14  12   6  12  15  11
 9  24  15   3  12  12  18  18  18   0   5  13  16  15  18   6  12  22  14  11  11
10  21  12   6   9  15  15  15  15   5   0  16  13  12  15   3   9  19  15  14   8
11  19  10  12   7   3  19  19  13  13  16   0  17   6  13  15  13  17   3   4  12
12  16  13  17  10  18   4   4  16  16  13  17   0  13  16  12   6  12  16  19   7
13  15   6  16   3   7  15  15   9  15  12   6  13   0   9  11   9  13   5   8   8
14   8   9  19   8  14  18  18  12  18  15  13  16   9   0  14  12  16  12  15  11
15  20  11   7   8  16  14  14  14   6   3  15  12  11  14   0   8  18  14  15   7
16  18   9  13   6  14   8   8  12  12   9  13   6   9  12   8   0  16  12  15   3
17  10   9  23  12  18  10  10   6  22  19  17  12  13  16  18  16   0  16  19  15
18  18   9  13   6   4  18  18  12  14  15   3  16   5  12  14  12  16   0   5  11
19  21  12  10   9   3  21  21  15  11  14   4  19   8  15  15  15  19   5   0  14
20  17   8  12   5  13   9   9  11  11   8  12   7   8  11   7   3  15  11  14   0
;
param C =60;
