param D:=
1 21.0676
2 18.3374
3 16.7646
4 18.3257
5 15.4257
6 25.3194
7 20.4725
8 20.4439
9 22.17
10 19.1714
11 25.2937
12 19.4703
13 19.9296
14 19.5285
15 19.5668
16 22.2727
17 22.4666
18 22.9736
19 20.2595
20 19.5677
;
param S:=
1 17
2 13
3 14
4 14
5 15
6 12
7 4
8 10
9 11
10 19
11 14
12 13
13 15
14 18
15 10
16 12
17 10
18 12
19 7
20 18
;
param L:1   2   3   4   5   6   7   8   9  10  11  12  13  14  15  16  17  18  19  20:=
 1   0  22  15  17   4   7  15  19   8  10   9  16  18  11  13   9   9  15  16  21
 2  22   0  19  13  20  17   9   5  16  24  19  14  12  23  15  23  15  15  12   7
 3  15  19   0  14  15  12  12  16  11   7  18  13  15   6   6  18  10  12  13  18
 4  17  13  14   0  15  12  12  16  11  19  20   3   3  18  10  24  10   4  13   6
 5   4  20  15  15   0   5  13  17   6  12  11  14  16  13  11  11   7  13  14  19
 6   7  17  12  12   5   0  10  14   3  15  14  11  13  16   8  14   4  10  11  16
 7  15   9  12  12  13  10   0   6   9  17  12  11  13  16   8  14   8  10   5  14
 8  19   5  16  16  17  14   6   0  13  21  16  15  15  20  12  20  12  14   9  10
 9   8  16  11  11   6   3   9  13   0  16  15  10  12  15   7  15   3   9  10  15
10  10  24   7  19  12  15  17  21  16   0  13  18  20   3  11  13  15  17  18  23
11   9  19  18  20  11  14  12  16  15  13   0  19  21  14  16   6  16  18   9  24
12  16  14  13   3  14  11  11  15  10  18  19   0   4  17   9  23   9   3  12   7
13  18  12  15   3  16  13  13  15  12  20  21   4   0  19  11  25  11   5  14   5
14  11  23   6  18  13  16  16  20  15   3  14  17  19   0  10  14  14  16  17  22
15  13  15   6  10  11   8   8  12   7  11  16   9  11  10   0  20   6   8   9  14
16   9  23  18  24  11  14  14  20  15  13   6  23  25  14  20   0  16  22  13  28
17   9  15  10  10   7   4   8  12   3  15  16   9  11  14   6  16   0   8   9  14
18  15  15  12   4  13  10  10  14   9  17  18   3   5  16   8  22   8   0  11   8
19  16  12  13  13  14  11   5   9  10  18   9  12  14  17   9  13   9  11   0  17
20  21   7  18   6  19  16  14  10  15  23  24   7   5  22  14  28  14   8  17   0
;
param C =60;
