param D:=
1 19.0738
2 19.3168
3 21.6311
4 21.2646
5 24.7364
6 15.8058
7 25.7842
8 21.7513
9 20.349
10 20.608
11 23.8176
12 20.4986
13 13.6385
14 26.2551
15 16.2009
16 21.8394
17 15.8346
18 25.5927
19 15.0177
20 25.2937
;
param S:=
1 14
2 10
3 13
4 8
5 16
6 9
7 3
8 18
9 12
10 7
11 4
12 3
13 15
14 9
15 10
16 17
17 7
18 13
19 11
20 14
;
param L:1   2   3   4   5   6   7   8   9  10  11  12  13  14  15  16  17  18  19  20:=
 1   0  10   3  20  16   9  13   6  12  13  12  13  15  15  22  15  13   3  17  12
 2  10   0   9  16  12   3   9  14   4   9   8   9   7  11  18  13   9   9  13  16
 3   3   9   0  19  15   8  12   7  11  12  11  12  14  14  21  16  12   2  16  13
 4  20  16  19   0  22  15   7  24  18  13  10   9  17  15   4  23  13  19  15  20
 5  16  12  15  22   0   9  15  10  14  15  14  15  17  17  24   3  15  15  19  16
 6   9   3   8  15   9   0   8  13   5   8   7   8   8  10  17  10   8   8  12  15
 7  13   9  12   7  15   8   0  17  11   6   3   2  14   8   9  16   6  12  10  13
 8   6  14   7  24  10  13  17   0  16  15  16  17  19  19  26   9  17   7  21   8
 9  12   4  11  18  14   5  11  16   0  11  10  11   5  13  18  15  11  11  15  18
10  13   9  12  13  15   8   6  15  11   0   3   6  14   8  15  16   6  12  10   9
11  12   8  11  10  14   7   3  16  10   3   0   3  13   7  12  15   5  11   9  10
12  13   9  12   9  15   8   2  17  11   6   3   0  14   8  11  16   6  12  10  13
13  15   7  14  17  17   8  14  19   5  14  13  14   0  16  15  18  14  14  14  21
14  15  11  14  15  17  10   8  19  13   8   7   8  16   0  15  18   4  14   4  15
15  22  18  21   4  24  17   9  26  18  15  12  11  15  15   0  25  15  21  13  22
16  15  13  16  23   3  10  16   9  15  16  15  16  18  18  25   0  16  16  20  15
17  13   9  12  13  15   8   6  17  11   6   5   6  14   4  15  16   0  12   6  13
18   3   9   2  19  15   8  12   7  11  12  11  12  14  14  21  16  12   0  16  13
19  17  13  16  15  19  12  10  21  15  10   9  10  14   4  13  20   6  16   0  17
20  12  16  13  20  16  15  13   8  18   9  10  13  21  15  22  15  13  13  17   0
;
param C =60;
