param D:=
1 22.0965
2 14.2771
3 20.3697
4 24.8836
5 15.1793
6 22.4666
7 19.4703
8 18.3374
9 17.6536
10 20.4051
11 15.8058
12 17.6352
13 21.8394
14 13.4212
15 20.6109
16 19.9296
17 16.7646
18 15.6768
19 20.4725
20 24.1461
;
param S:=
1 18
2 9
3 13
4 7
5 12
6 10
7 13
8 13
9 14
10 4
11 9
12 20
13 17
14 7
15 6
16 15
17 14
18 17
19 4
20 8
;
param L:1   2   3   4   5   6   7   8   9  10  11  12  13  14  15  16  17  18  19  20:=
 1   0  19  13  11  10  14   7   9   8  20  11   6  21  13  14   5  18   9  16  14
 2  19   0  14   8  13  11  14  14  15  11  10  21  18   8   7  16  15  18   7   9
 3  13  14   0   8  17   9  12  18  19  15   6   9  10   8   9  14   7   6  11  13
 4  11   8   8   0  11   5   6  12  13   9   2  15  12   2   3   8   9  12   5   7
 5  10  13  17  11   0  14  15   3   4  14  13  14  21  11   8  13  18  17   8   6
 6  14  11   9   5  14   0   9  15  16  12   5  16  13   3   6  11  10  13   8  10
 7   7  14  12   6  15   9   0  14  13  15   6  13  16   8   9   4  13  16  11  13
 8   9  14  18  12   3  15  14   0   3  15  14  13  22  12   9  12  19  16   9   7
 9   8  15  19  13   4  16  13   3   0  16  15  12  23  13  10  11  20  15  10   8
10  20  11  15   9  14  12  15  15  16   0  11  22  19   9   8  17  16  19   6  10
11  11  10   6   2  13   5   6  14  15  11   0  13  10   4   5   8   7  10   7   9
12   6  21   9  15  14  16  13  13  12  22  13   0  17  15  16  11  14   5  18  18
13  21  18  10  12  21  13  16  22  23  19  10  17   0  12  13  18   5  14  15  17
14  13   8   8   2  11   3   8  12  13   9   4  15  12   0   3  10   9  12   5   7
15  14   7   9   3   8   6   9   9  10   8   5  16  13   3   0  11  10  13   2   4
16   5  16  14   8  13  11   4  12  11  17   8  11  18  10  11   0  15  14  13  15
17  18  15   7   9  18  10  13  19  20  16   7  14   5   9  10  15   0  11  12  14
18   9  18   6  12  17  13  16  16  15  19  10   5  14  12  13  14  11   0  15  17
19  16   7  11   5   8   8  11   9  10   6   7  18  15   5   2  13  12  15   0   4
20  14   9  13   7   6  10  13   7   8  10   9  18  17   7   4  15  14  17   4   0
;
param C =60;
