param D:=
1 21.9285
2 17.8329
3 17.6701
4 15.8058
5 22.4666
6 20.2595
7 18.4437
8 19.5677
9 15.4257
10 16.2009
11 22.6016
12 20.3697
13 24.1461
14 25.0158
15 14.6119
16 20.4439
17 18.9898
18 16.7646
19 25.2937
20 21.5758
;
param S:=
1 15
2 14
3 15
4 9
5 10
6 7
7 14
8 18
9 15
10 10
11 8
12 13
13 8
14 14
15 11
16 10
17 21
18 14
19 14
20 4
;
param L:1   2   3   4   5   6   7   8   9  10  11  12  13  14  15  16  17  18  19  20:=
 1   0  21  22   8  11  14  15  13  16  21  15   4  15   3  12  17  16   9  21  17
 2  21   0   3  15  16   9  20  24  11  22   8  19  14  20  15  16   9  18   2  16
 3  22   3   0  16  13  10  21  25   8  23   9  20  15  21  12  17   6  15   3  17
 4   8  15  16   0   5   8   7  11  10  17   9   6   9   7   6  11  14   7  15  11
 5  11  16  13   5   0   9  10  14   7  18  10   9  10  10   3  12  13  10  16  12
 6  14   9  10   8   9   0  13  17  14  15   3  12   7  13  10   9  16  13   9   9
 7  15  20  21   7  10  13   0   6  15  16  14  13  14  14  11  16  21  14  20  16
 8  13  24  25  11  14  17   6   0  19  10  18  15  12  14  15  10  25  18  24  16
 9  16  11   8  10   7  14  15  19   0  23  15  14  15  15   6  17   8  15  11  17
10  21  22  23  17  18  15  16  10  23   0  16  21  16  22  19  14  29  22  22   8
11  15   8   9   9  10   3  14  18  15  16   0  13   8  14  11  10  15  14   8  10
12   4  19  20   6   9  12  13  15  14  21  13   0  13   3  10  15  14   7  19  15
13  15  14  15   9  10   7  14  12  15  16   8  13   0  14  11   4  21  14  14  10
14   3  20  21   7  10  13  14  14  15  22  14   3  14   0  11  16  15   8  20  16
15  12  15  12   6   3  10  11  15   6  19  11  10  11  11   0  13  12  11  15  13
16  17  16  17  11  12   9  16  10  17  14  10  15   4  16  13   0  23  16  16  12
17  16   9   6  14  13  16  21  25   8  29  15  14  21  15  12  23   0   9   9  23
18   9  18  15   7  10  13  14  18  15  22  14   7  14   8  11  16   9   0  18  16
19  21   2   3  15  16   9  20  24  11  22   8  19  14  20  15  16   9  18   0  16
20  17  16  17  11  12   9  16  16  17   8  10  15  10  16  13  12  23  16  16   0
;
param C =60;
