param D:=
1 18.9791
2 20.1509
3 20.4051
4 20.608
5 21.6311
6 23.9242
7 16.637
8 21.6849
9 17.6352
10 17.8329
11 21.8394
12 18.3257
13 16.4981
14 18.4437
15 26.2551
16 18.5767
17 19.4703
18 14.6119
19 25.2937
20 22.7393
;
param S:=
1 10
2 8
3 4
4 7
5 13
6 10
7 14
8 15
9 20
10 14
11 17
12 14
13 20
14 14
15 9
16 12
17 13
18 11
19 14
20 13
;
param L:1   2   3   4   5   6   7   8   9  10  11  12  13  14  15  16  17  18  19  20:=
 1   0  16  12   5  15  12  16  15  22   6  19  16  16  16  11  14  15  13   6  15
 2  16   0   6  13  19  16  20  17  26  12  21  20  18  20  15  18  19  17  12  19
 3  12   6   0   9  15  12  16  17  22  16  19  16  22  16  11  14  15  13  16  15
 4   5  13   9   0  12   9  13  14  19   9  16  13  19  13   8  11  12  10   9  12
 5  15  19  15  12   0   9  19   4  19  13  16  13  13  13  14  17  12   4  13  12
 6  12  16  12   9   9   0  16  11  12  16   7  10  10  10  11  14   9   7  16   3
 7  16  20  16  13  19  16   0  21  12  20  23  12  26  12   7   4  13  17  20  19
 8  15  17  17  14   4  11  21   0  21  11  14  15  11  15  16  19  14   6  11  14
 9  22  26  22  19  19  12  12  21   0  26  17  12  20  12  17  14  13  17  26  13
10   6  12  16   9  13  16  20  11  26   0  15  20  12  20  15  18  19  15   2  19
11  19  21  19  16  16   7  23  14  17  15   0  17   5  17  18  21  16  14  15   6
12  16  20  16  13  13  10  12  15  12  20  17   0  20   2  15  14   3  11  20  13
13  16  18  22  19  13  10  26  11  20  12   5  20   0  20  21  24  19  15  12   9
14  16  20  16  13  13  10  12  15  12  20  17   2  20   0  15  14   3  11  20  13
15  11  15  11   8  14  11   7  16  17  15  18  15  21  15   0   5  14  12  15  14
16  14  18  14  11  17  14   4  19  14  18  21  14  24  14   5   0  15  15  18  17
17  15  19  15  12  12   9  13  14  13  19  16   3  19   3  14  15   0  10  19  12
18  13  17  13  10   4   7  17   6  17  15  14  11  15  11  12  15  10   0  15  10
19   6  12  16   9  13  16  20  11  26   2  15  20  12  20  15  18  19  15   0  19
20  15  19  15  12  12   3  19  14  13  19   6  13   9  13  14  17  12  10  19   0
;
param C =60;
