param D:=
1 24.8836
2 15.6768
3 12.6229
4 18.9791
5 20.608
6 15.8346
7 20.4439
8 22.1407
9 14.2581
10 13.2103
11 23.075
12 19.9581
13 18.5767
14 24.228
15 21.2646
16 19.5285
17 17.3706
18 20.3697
19 17.0322
20 14.2771
;
param S:=
1 7
2 17
3 16
4 10
5 7
6 7
7 10
8 10
9 8
10 6
11 17
12 9
13 12
14 9
15 8
16 18
17 18
18 13
19 15
20 9
;
param L:1   2   3   4   5   6   7   8   9  10  11  12  13  14  15  16  17  18  19  20:=
 1   0  12  11   9   6   6   9   9   7  11  10   8  11   8  13  13  13   8  14   8
 2  12   0  19  19  16  16  19  19  17  21  12  18  17  18  21  15  21   6  12  18
 3  11  19   0  14  15  15  18  14  16  20  19  17  20  15  22  12   4  15  23  15
 4   9  19  14   0   5   9  12   2  10  14  19  11  14   3  16  18  10  15  17   3
 5   6  16  15   5   0   6   9   5   7  11  16   8  11   4  13  17  13  12  14   4
 6   6  16  15   9   6   0   5   9   3  11  16   4   7   8  13  17  17  12  10   8
 7   9  19  18  12   9   5   0  12   4  14  13   3   4  11  16  20  20  15   7  11
 8   9  19  14   2   5   9  12   0  10  14  19  11  14   3  16  18  10  15  17   3
 9   7  17  16  10   7   3   4  10   0  12  15   3   6   9  14  18  18  13   9   9
10  11  21  20  14  11  11  14  14  12   0  17  13  16  13   4  22  22  17  13  13
11  10  12  19  19  16  16  13  19  15  17   0  14  11  18  15  21  21  16   6  18
12   8  18  17  11   8   4   3  11   3  13  14   0   5  10  15  19  19  14   8  10
13  11  17  20  14  11   7   4  14   6  16  11   5   0  13  14  22  22  17   5  13
14   8  18  15   3   4   8  11   3   9  13  18  10  13   0  15  19  11  14  16   2
15  13  21  22  16  13  13  16  16  14   4  15  15  14  15   0  24  24  19  11  15
16  13  15  12  18  17  17  20  18  18  22  21  19  22  19  24   0  10  11  25  19
17  13  21   4  10  13  17  20  10  18  22  21  19  22  11  24  10   0  17  25  11
18   8   6  15  15  12  12  15  15  13  17  16  14  17  14  19  11  17   0  16  14
19  14  12  23  17  14  10   7  17   9  13   6   8   5  16  11  25  25  16   0  16
20   8  18  15   3   4   8  11   3   9  13  18  10  13   2  15  19  11  14  16   0
;
param C =60;
