param D:=
1 18.6004
2 20.7318
3 23.9242
4 19.3168
5 21.6442
6 24.1461
7 14.2771
8 23.5005
9 23.0918
10 17.2902
11 23.3171
12 10.917
13 17.6701
14 23.9166
15 17.6536
16 21.7513
17 17.3615
18 18.3374
19 21.5758
20 8.435
;
param S:=
1 15
2 6
3 10
4 10
5 11
6 8
7 9
8 16
9 6
10 12
11 13
12 7
13 15
14 21
15 14
16 18
17 16
18 13
19 4
20 13
;
param L:1   2   3   4   5   6   7   8   9  10  11  12  13  14  15  16  17  18  19  20:=
 1   0  19  17  15  18   9  16   9  13  19  20  10  22   8   3  25   9   4  13  20
 2  19   0  14  14  15  12  13  20  10  16  15  11  13  25  18  16  20  17   8  15
 3  17  14   0   6  13  10  11  12   6   8  15   9  17  13  16  14  12  15  12  15
 4  15  14   6   0  13  10  11   8   6   8  15   9  17  13  16  14   8  15  12  15
 5  18  15  13  13   0  11   4  19   7  15   4  10   6  24  17  11  19  16  13   4
 6   9  12  10  10  11   0   9  16   6  12  13   3  15  15   8  18  16   7  10  13
 7  16  13  11  11   4   9   0  17   5  13   6   8   8  22  15  13  17  14  11   6
 8   9  20  12   8  19  16  17   0  12  14  21  15  23   7  10  20   2  11  18  21
 9  13  10   6   6   7   6   5  12   0   8   9   5  11  17  12  14  12  11   8   9
10  19  16   8   8  15  12  13  14   8   0  15  11  11  19  18   8  14  17  14  15
11  20  15  15  15   4  13   6  21   9  15   0  12   4  26  19   9  21  18  15   2
12  10  11   9   9  10   3   8  15   5  11  12   0  14  16   9  17  15   8   9  12
13  22  13  17  17   6  15   8  23  11  11   4  14   0  28  21   5  23  20  17   4
14   8  25  13  13  24  15  22   7  17  19  26  16  28   0   9  25   7  10  19  26
15   3  18  16  16  17   8  15  10  12  18  19   9  21   9   0  24  10   3  16  19
16  25  16  14  14  11  18  13  20  14   8   9  17   5  25  24   0  20  23  20   9
17   9  20  12   8  19  16  17   2  12  14  21  15  23   7  10  20   0  11  18  21
18   4  17  15  15  16   7  14  11  11  17  18   8  20  10   3  23  11   0  15  18
19  13   8  12  12  13  10  11  18   8  14  15   9  17  19  16  20  18  15   0  15
20  20  15  15  15   4  13   6  21   9  15   2  12   4  26  19   9  21  18  15   0
;
param C =60;
