param D:=
1 12.6229
2 23.1504
3 23.201
4 20.4725
5 15.0177
6 17.2902
7 20.349
8 20.4051
9 25.7842
10 20.2119
11 25.0158
12 24.1118
13 23.5728
14 13.6385
15 14.2771
16 22.17
17 16.637
18 17.993
19 19.1714
20 19.5677
;
param S:=
1 16
2 11
3 13
4 4
5 11
6 12
7 12
8 4
9 3
10 12
11 14
12 15
13 12
14 15
15 9
16 11
17 14
18 14
19 19
20 18
;
param L:1   2   3   4   5   6   7   8   9  10  11  12  13  14  15  16  17  18  19  20:=
 1   0  13  21  14  19   6  14  18  15  12  16  15  26  17  15   7  22   4  11  20
 2  13   0  16   9  14  15  15  13  10   3  17  18  21  18   4  14  17  15  16  21
 3  21  16   0   9   4  17  15  15  12  17  19  20   7  12  14  16   3  19  24   7
 4  14   9   9   0   7  10  10   6   3  10  12  13  14  13   7   9  10  12  17  14
 5  19  14   4   7   0  15  15  13  10  15  17  18   9  14  12  14   5  17  22   9
 6   6  15  17  10  15   0  10  14  11  16  12  13  22  13  13   3  18   4  15  16
 7  14  15  15  10  15  10   0  14  11  16  12  13  14   5  13   9  14  12  17   8
 8  18  13  15   6  13  14  14   0   5  14  16  17  14  17  11  13  16  16  21  20
 9  15  10  12   3  10  11  11   5   0  11  13  14  11  14   8  10  13  13  18  17
10  12   3  17  10  15  16  16  14  11   0  18  19  22  19   5  15  18  14  15  22
11  16  17  19  12  17  12  12  16  13  18   0   9  18  15  15  11  18  14  13  14
12  15  18  20  13  18  13  13  17  14  19   9   0  25  16  16  12  21  15   6  19
13  26  21   7  14   9  22  14  14  11  22  18  25   0  11  19  21   6  24  29   6
14  17  18  12  13  14  13   5  17  14  19  15  16  11   0  16  12  11  15  20   5
15  15   4  14   7  12  13  13  11   8   5  15  16  19  16   0  12  15  15  18  19
16   7  14  16   9  14   3   9  13  10  15  11  12  21  12  12   0  17   5  16  15
17  22  17   3  10   5  18  14  16  13  18  18  21   6  11  15  17   0  20  25   6
18   4  15  19  12  17   4  12  16  13  14  14  15  24  15  15   5  20   0  13  18
19  11  16  24  17  22  15  17  21  18  15  13   6  29  20  18  16  25  13   0  23
20  20  21   7  14   9  16   8  20  17  22  14  19   6   5  19  15   6  18  23   0
;
param C =60;
