param D:=
1 16.933
2 18.9791
3 13.4212
4 14.0984
5 18.3257
6 16.8368
7 25.6007
8 19.3168
9 15.0177
10 20.4051
11 14.2771
12 17.2902
13 24.228
14 19.0738
15 23.3281
16 21.2646
17 21.5758
18 20.6109
19 17.3615
20 14.2581
;
param S:=
1 10
2 10
3 7
4 10
5 14
6 18
7 11
8 10
9 11
10 4
11 9
12 12
13 9
14 14
15 11
16 8
17 4
18 6
19 16
20 8
;
param L:1   2   3   4   5   6   7   8   9  10  11  12  13  14  15  16  17  18  19  20:=
 1   0  12   9  18  16  18  13  12   3  12  11  14  11  16   3  16  12   6  14   4
 2  12   0   9  14  16  20  19  12  13  12   3  14   3  16  13  16  12   8  18  10
 3   9   9   0  15   9  13  16   5  10   9   8   5   8   7  10  13   9   3  11   7
 4  18  14  15   0  22  26  19  18  19   8  15  18  15  16  19  16  12  14  24  16
 5  16  16   9  22   0  14  15   6  15  16  15  12  15  14  15  18  16  10   4  14
 6  18  20  13  26  14   0  17  14  17  20  19  16  19  18  17  20  20  14  12  18
 7  13  19  16  19  15  17   0  19  12  13  18  21  18  23  12   5   9  15  13  15
 8  12  12   5  18   6  14  19   0  13  12  11   8  11  10  13  16  12   6   8  10
 9   3  13  10  19  15  17  12  13   0  13  12  15  12  17   2  15  13   7  13   5
10  12  12   9   8  16  20  13  12  13   0  11  14  11  16  13  10   6   8  18  10
11  11   3   8  15  15  19  18  11  12  11   0  13   2  15  12  15  11   7  17   9
12  14  14   5  18  12  16  21   8  15  14  13   0  13   4  15  18  14   8  14  12
13  11   3   8  15  15  19  18  11  12  11   2  13   0  15  12  15  11   7  17   9
14  16  16   7  16  14  18  23  10  17  16  15   4  15   0  17  20  16  10  16  14
15   3  13  10  19  15  17  12  13   2  13  12  15  12  17   0  15  13   7  13   5
16  16  16  13  16  18  20   5  16  15  10  15  18  15  20  15   0   6  12  16  14
17  12  12   9  12  16  20   9  12  13   6  11  14  11  16  13   6   0   8  18  10
18   6   8   3  14  10  14  15   6   7   8   7   8   7  10   7  12   8   0  12   4
19  14  18  11  24   4  12  13   8  13  18  17  14  17  16  13  16  18  12   0  16
20   4  10   7  16  14  18  15  10   5  10   9  12   9  14   5  14  10   4  16   0
;
param C =60;
