param D:=
1 20.2595
2 10.917
3 22.1781
4 24.3877
5 19.1714
6 23.5005
7 21.2646
8 19.5285
9 16.933
10 21.6311
11 23.4671
12 14.2771
13 13.4373
14 20.2119
15 23.201
16 23.3171
17 19.9581
18 16.8368
19 21.9285
20 21.7513
;
param S:=
1 7
2 7
3 10
4 16
5 19
6 16
7 8
8 18
9 10
10 13
11 12
12 9
13 19
14 12
15 13
16 13
17 9
18 18
19 15
20 18
;
param L:1   2   3   4   5   6   7   8   9  10  11  12  13  14  15  16  17  18  19  20:=
 1   0   6   9  15  18  15  13  17   9  12   7   4  18   7  12   8   8  17  14  15
 2   6   0   9  15  18  15  13  17   5  12  11   8  18  11   8  12   4  17  14  17
 3   9   9   0  12  15  12  16  14  12   5  14  11  15  14  15  15  11  14  11  10
 4  15  15  12   0  15  14  22  14  18  15  20  17   5  20  17  21  17   4   3  20
 5  18  18  15  15   0  21  25   3  21  14  15  18  18  15  24  14  20  17  14   7
 6  15  15  12  14  21   0  16  20  14  15  20  17  11  20  11  21  15  12  15  20
 7  13  13  16  22  25  16   0  24  16  19  18  15  19  18  13  19  15  20  21  24
 8  17  17  14  14   3  20  24   0  20  15  16  19  17  16  23  15  19  16  13   8
 9   9   5  12  18  21  14  16  20   0  15  14  11  17  14   5  15   3  18  17  20
10  12  12   5  15  14  15  19  15  15   0  15  14  18  15  18  14  14  17  14   7
11   7  11  14  20  15  20  18  16  14  15   0   5  23   2  17   3  13  22  19  10
12   4   8  11  17  18  17  15  19  11  14   5   0  20   5  14   6  10  19  16  13
13  18  18  15   5  18  11  19  17  17  18  23  20   0  23  14  24  18   3   6  23
14   7  11  14  20  15  20  18  16  14  15   2   5  23   0  17   3  13  22  19  10
15  12   8  15  17  24  11  13  23   5  18  17  14  14  17   0  18   6  15  18  23
16   8  12  15  21  14  21  19  15  15  14   3   6  24   3  18   0  14  23  20   9
17   8   4  11  17  20  15  15  19   3  14  13  10  18  13   6  14   0  19  16  19
18  17  17  14   4  17  12  20  16  18  17  22  19   3  22  15  23  19   0   5  22
19  14  14  11   3  14  15  21  13  17  14  19  16   6  19  18  20  16   5   0  19
20  15  17  10  20   7  20  24   8  20   7  10  13  23  10  23   9  19  22  19   0
;
param C =60;
