param D:=
1 19.5285
2 23.8176
3 22.2587
4 20.2595
5 23.201
6 16.637
7 24.1461
8 23.4671
9 22.4666
10 17.2902
11 20.7318
12 21.9285
13 22.6016
14 20.2119
15 16.933
16 16.9062
17 25.7842
18 21.0676
19 20.8998
20 20.608
;
param S:=
1 18
2 4
3 10
4 7
5 13
6 14
7 8
8 12
9 10
10 12
11 6
12 15
13 8
14 12
15 10
16 7
17 3
18 17
19 5
20 7
;
param L:1   2   3   4   5   6   7   8   9  10  11  12  13  14  15  16  17  18  19  20:=
 1   0  16  14  17  23  24  18  16  14  16  22  13  18  16  20  23  17  11  21  17
 2  16   0   8   3  11  12   6   8   8  10   8  13   4   8   8   9   3  15   7   3
 3  14   8   0   9  15  16  10  14   6   8  14  11  10  14  12  15   9  13  13   9
 4  17   3   9   0  12  13   7   7   9  11  11  14   3   7   9  12   6  16  10   2
 5  23  11  15  12   0   3   7  17  15  17  17  18  13  17   5  14  12  22  16  12
 6  24  12  16  13   3   0   8  18  16  18  18  17  14  18   6  13  13  23  15  13
 7  18   6  10   7   7   8   0  12  10  12  12  15   8  12   4  13   7  17  11   7
 8  16   8  14   7  17  18  12   0  14  16  16  19   6   2  14  17  11  11  15   7
 9  14   8   6   9  15  16  10  14   0   4  14  11  10  14  12  15   9   9  13   9
10  16  10   8  11  17  18  12  16   4   0  16  13  12  16  14  17  11   7  15  11
11  22   8  14  11  17  18  12  16  14  16   0  19  12  16  14  11   7  17   9  11
12  13  13  11  14  18  17  15  19  11  13  19   0  15  19  17  20  14  18  18  14
13  18   4  10   3  13  14   8   6  10  12  12  15   0   6  10  13   7  15  11   3
14  16   8  14   7  17  18  12   2  14  16  16  19   6   0  14  17  11  11  15   7
15  20   8  12   9   5   6   4  14  12  14  14  17  10  14   0  15   9  19  13   9
16  23   9  15  12  14  13  13  17  15  17  11  20  13  17  15   0   6  22   4  12
17  17   3   9   6  12  13   7  11   9  11   7  14   7  11   9   6   0  16   4   6
18  11  15  13  16  22  23  17  11   9   7  17  18  15  11  19  22  16   0  20  16
19  21   7  13  10  16  15  11  15  13  15   9  18  11  15  13   4   4  20   0  10
20  17   3   9   2  12  13   7   7   9  11  11  14   3   7   9  12   6  16  10   0
;
param C =60;
