param D:=
1 18.9791
2 22.17
3 21.8082
4 27.7684
5 20.8998
6 16.2009
7 18.3257
8 22.9736
9 20.2915
10 10.917
11 20.7318
12 21.6442
13 22.2587
14 21.6849
15 13.2103
16 13.3673
17 17.0893
18 23.5005
19 16.7646
20 20.0156
;
param S:=
1 10
2 11
3 15
4 16
5 5
6 10
7 14
8 12
9 9
10 7
11 6
12 11
13 10
14 15
15 6
16 7
17 11
18 16
19 14
20 5
;
param L:1   2   3   4   5   6   7   8   9  10  11  12  13  14  15  16  17  18  19  20:=
 1   0  13   7  14  13  18  16  14  11   9  14   3  12  15  14  15  13  18  16  13
 2  13   0  14   7  14  19  11   9   4  10  15  14   7   6  15  16   8  13  11  14
 3   7  14   0   9  18  23  21  19  16  14  11   6  17  10  19  10  18  23  17  12
 4  14   7   9   0  19  24  16  14   9  15  18  13  12   3  20  17  13  18  16  19
 5  13  14  18  19   0   7  17  15  12  10   9  14  13  18   3  10  14  19  17   8
 6  18  19  23  24   7   0  16  18  17  15  14  19  18  23   6  15  19  14  22  13
 7  16  11  21  16  17  16   0   4   9  13  18  17   6  15  18  19   5   4  14  17
 8  14   9  19  14  15  18   4   0   7  11  16  15   4  13  16  17   3   6  12  15
 9  11   4  16   9  12  17   9   7   0   8  13  12   5   8  13  14   6  11   7  12
10   9  10  14  15  10  15  13  11   8   0  11  10   9  14  11  12  10  15  13  10
11  14  15  11  18   9  14  18  16  13  11   0  15  14  19  10   3  15  20  18   3
12   3  14   6  13  14  19  17  15  12  10  15   0  13  14  15  16  14  19  17  14
13  12   7  17  12  13  18   6   4   5   9  14  13   0  11  14  15   3   8  10  13
14  15   6  10   3  18  23  15  13   8  14  19  14  11   0  19  18  12  17  15  18
15  14  15  19  20   3   6  18  16  13  11  10  15  14  19   0  11  15  18  18   9
16  15  16  10  17  10  15  19  17  14  12   3  16  15  18  11   0  16  21  19   4
17  13   8  18  13  14  19   5   3   6  10  15  14   3  12  15  16   0   7  11  14
18  18  13  23  18  19  14   4   6  11  15  20  19   8  17  18  21   7   0  16  19
19  16  11  17  16  17  22  14  12   7  13  18  17  10  15  18  19  11  16   0  17
20  13  14  12  19   8  13  17  15  12  10   3  14  13  18   9   4  14  19  17   0
;
param C =60;
