param D:=
1 22.0965
2 20.2915
3 16.8368
4 20.4986
5 14.6119
6 13.6385
7 23.9242
8 23.5728
9 16.4981
10 22.4666
11 23.3171
12 17.6536
13 15.6768
14 13.3673
15 19.3168
16 21.8394
17 20.349
18 20.6109
19 19.1498
20 25.2937
;
param S:=
1 18
2 9
3 18
4 3
5 11
6 15
7 10
8 12
9 20
10 10
11 13
12 14
13 17
14 7
15 10
16 17
17 12
18 6
19 11
20 14
;
param L:1   2   3   4   5   6   7   8   9  10  11  12  13  14  15  16  17  18  19  20:=
 1   0  13   8  17  15   5  14   8  24  14  23   8   9  23  10  21   8  14   9  24
 2  13   0  11   8   4  10   3  19  13   3  14  15  10  14   5  10   7   5   6  15
 3   8  11   0  17  15  13  10  14  18  14  23  14   3  23  14  15  16  14  15  24
 4  17   8  17   0  10  14   9  13  19   9  12  13  16   6   9  16  11   5  10  13
 5  15   4  15  10   0  12   7  21  15   3  16  17  14  16   7  14   9   7   8  15
 6   5  10  13  14  12   0  11  11  21  11  20  11  14  20   7  18   5  11   6  21
 7  14   3  10   9   7  11   0  20  10   6  15  16   9  15   6   7   8   6   7  16
 8   8  19  14  13  21  11  20   0  30  20  23   6  15  17  16  27  14  14  15  24
 9  24  13  18  19  15  21  10  30   0  16  13  26  17  19  16   5  18  16  17  12
10  14   3  14   9   3  11   6  20  16   0  15  16  13  15   6  13   8   6   7  16
11  23  14  23  12  16  20  15  23  13  15   0  19  22  14  15  16  17  11  16   3
12   8  15  14  13  17  11  16   6  26  16  19   0  15  19  16  23  14  10  15  20
13   9  10   3  16  14  14   9  15  17  13  22  15   0  22  13  14  15  13  14  23
14  23  14  23   6  16  20  15  17  19  15  14  19  22   0  15  22  17  11  16  13
15  10   5  14   9   7   7   6  16  16   6  15  16  13  15   0  13   4   6   3  16
16  21  10  15  16  14  18   7  27   5  13  16  23  14  22  13   0  15  13  14  15
17   8   7  16  11   9   5   8  14  18   8  17  14  15  17   4  15   0   8   3  18
18  14   5  14   5   7  11   6  14  16   6  11  10  13  11   6  13   8   0   7  12
19   9   6  15  10   8   6   7  15  17   7  16  15  14  16   3  14   3   7   0  17
20  24  15  24  13  15  21  16  24  12  16   3  20  23  13  16  15  18  12  17   0
;
param C =60;
