param D:=
1 26.2551
2 13.6385
3 14.2581
4 21.2646
5 15.6768
6 19.5285
7 16.8368
8 19.5677
9 16.5718
10 15.8346
11 17.6352
12 21.6442
13 19.9581
14 18.5767
15 13.3673
16 22.1407
17 25.5927
18 10.917
19 8.435
20 20.6109
;
param S:=
1 9
2 15
3 8
4 8
5 17
6 18
7 18
8 18
9 11
10 7
11 20
12 11
13 9
14 12
15 7
16 10
17 13
18 7
19 13
20 6
;
param L:1   2   3   4   5   6   7   8   9  10  11  12  13  14  15  16  17  18  19  20:=
 1   0  16   3  15  18  19  19  11  18   4  17  12   2   5  14  11  14   4  14   5
 2  16   0  15  17  14  19  13   5  24  14  11  18  16  13  20  17  14  14  20  11
 3   3  15   0  14  17  18  18  12  17   3  18  11   3   6  13  10  13   3  13   4
 4  15  17  14   0  21  24  20  12  17  13  18  17  15  14  13  16  19  13  19  12
 5  18  14  17  21   0  15   3  11  26  16   5  20  18  17  22  19  16  16  22  13
 6  19  19  18  24  15   0  16  22  17  17  18  17  19  22  21  18  15  17  15  14
 7  19  13  18  20   3  16   0  10  27  17   4  21  19  16  23  20  17  17  23  14
 8  11   5  12  12  11  22  10   0  27  13   8  21  11   8  23  20  17  13  23  14
 9  18  24  17  17  26  17  27  27   0  16  29  12  18  21   6  13  16  16  10  15
10   4  14   3  13  16  17  17  13  16   0  19  10   4   7  12   9  12   2  12   3
11  17  11  18  18   5  18   4   8  29  19   0  23  17  14  25  22  19  19  25  16
12  12  18  11  17  20  17  21  21  12  10  23   0  12  15  16   3  16  10   4   9
13   2  16   3  15  18  19  19  11  18   4  17  12   0   5  14  11  14   4  14   5
14   5  13   6  14  17  22  16   8  21   7  14  15   5   0  17  14  17   7  17   8
15  14  20  13  13  22  21  23  23   6  12  25  16  14  17   0  15  18  12  14  11
16  11  17  10  16  19  18  20  20  13   9  22   3  11  14  15   0  15   9   5   8
17  14  14  13  19  16  15  17  17  16  12  19  16  14  17  18  15   0  12  14   9
18   4  14   3  13  16  17  17  13  16   2  19  10   4   7  12   9  12   0  12   3
19  14  20  13  19  22  15  23  23  10  12  25   4  14  17  14   5  14  12   0  11
20   5  11   4  12  13  14  14  14  15   3  16   9   5   8  11   8   9   3  11   0
;
param C =60;
