param D:=
1 24.228
2 14.6119
3 16.637
4 19.5677
5 17.8329
6 22.449
7 21.5758
8 17.3615
9 25.2937
10 28.0585
11 8.435
12 22.2587
13 21.8394
14 22.0965
15 20.1509
16 23.3171
17 24.1461
18 25.0158
19 15.4257
20 25.3194
;
param S:=
1 9
2 11
3 14
4 18
5 14
6 9
7 4
8 16
9 14
10 9
11 13
12 10
13 17
14 18
15 8
16 13
17 8
18 14
19 15
20 12
;
param L:1   2   3   4   5   6   7   8   9  10  11  12  13  14  15  16  17  18  19  20:=
 1   0  12  15  19   7  16  11  17   7  16   6  11  18  19  15   6   9  15  16  13
 2  12   0  17  15  15  18  13  13  15  18  16   7  14  15  17  16  11  11   6   3
 3  15  17   0   6  20  11  16  10  20  21  19  16  23   8  20  19   8  18  21  18
 4  19  15   6   0  24  11  16   4  24  25  23  10  21   2  24  23  12  14  19  16
 5   7  15  20  24   0  21  16  22   2  11   3  16  15  24  12   3  14  20  11  14
 6  16  18  11  11  21   0   7  15  21  16  20  17  24  13  15  20  15  21  22  19
 7  11  13  16  16  16   7   0  18  16  11  15  12  19  18  10  15  10  16  17  14
 8  17  13  10   4  22  15  18   0  22  23  21   8  19   4  22  21  16  16  17  14
 9   7  15  20  24   2  21  16  22   0  11   3  16  15  24  12   3  14  20  11  14
10  16  18  21  25  11  16  11  23  11   0  12  17  20  25   3  12  15  21  16  19
11   6  16  19  23   3  20  15  21   3  12   0  15  16  23  13   2  13  19  12  15
12  11   7  16  10  16  17  12   8  16  17  15   0  13  10  16  15  10  10  11   8
13  18  14  23  21  15  24  19  19  15  20  16  13   0  21  21  16  17  11  14  15
14  19  15   8   2  24  13  18   4  24  25  23  10  21   0  24  23  14  12  19  16
15  15  17  20  24  12  15  10  22  12   3  13  16  21  24   0  13  14  20  17  18
16   6  16  19  23   3  20  15  21   3  12   2  15  16  23  13   0  13  19  12  15
17   9  11   8  12  14  15  10  16  14  15  13  10  17  14  14  13   0  14  15  12
18  15  11  18  14  20  21  16  16  20  21  19  10  11  12  20  19  14   0  15  12
19  16   6  21  19  11  22  17  17  11  16  12  11  14  19  17  12  15  15   0   5
20  13   3  18  16  14  19  14  14  14  19  15   8  15  16  18  15  12  12   5   0
;
param C =60;
