param D:=
1 23.9242
2 19.5668
3 13.3673
4 21.6311
5 20.3697
6 22.2727
7 23.5005
8 25.0158
9 21.9285
10 21.8082
11 12.6229
12 21.6849
13 15.6768
14 17.3615
15 17.6701
16 13.147
17 16.637
18 18.3374
19 19.9296
20 20.4051
;
param S:=
1 10
2 10
3 7
4 13
5 13
6 12
7 16
8 14
9 15
10 15
11 16
12 15
13 17
14 16
15 15
16 17
17 14
18 13
19 15
20 4
;
param L:1   2   3   4   5   6   7   8   9  10  11  12  13  14  15  16  17  18  19  20:=
 1   0   2  15   9   5  20  12   6   7  17  12  11   9  12  17  13  16  15  11  12
 2   2   0  15   9   3  20  12   4   5  17  12  11   7  12  17  13  16  15  11  12
 3  15  15   0  18  18   7  21  19  20  10  17  18  22  21  12  16  19  18  20   5
 4   9   9  18   0  12  13  15  13  14  12   5   4  16  15  10   6  19  18  14  15
 5   5   3  18  12   0  23  15   3   4  20  15  14   6  15  20  16  19  18  14  15
 6  20  20   7  13  23   0  26  24  25   3  10  11  27  26   5   9  24  23  25  10
 7  12  12  21  15  15  26   0  16  15  23  18  17  13   2  23  19  10  11   3  18
 8   6   4  19  13   3  24  16   0   3  21  16  15   5  16  21  17  18  19  15  16
 9   7   5  20  14   4  25  15   3   0  22  17  16   4  15  22  18  17  18  16  17
10  17  17  10  12  20   3  23  21  22   0   9  10  24  23   2   8  21  20  22  13
11  12  12  17   5  15  10  18  16  17   9   0   3  19  18   7   3  22  21  17  18
12  11  11  18   4  14  11  17  15  16  10   3   0  18  17   8   4  21  20  16  17
13   9   7  22  16   6  27  13   5   4  24  19  18   0  13  24  20  15  16  14  19
14  12  12  21  15  15  26   2  16  15  23  18  17  13   0  23  19  10  11   3  18
15  17  17  12  10  20   5  23  21  22   2   7   8  24  23   0   6  21  20  22  15
16  13  13  16   6  16   9  19  17  18   8   3   4  20  19   6   0  23  22  18  19
17  16  16  19  19  19  24  10  18  17  21  22  21  15  10  21  23   0   3  11  16
18  15  15  18  18  18  23  11  19  18  20  21  20  16  11  20  22   3   0  12  15
19  11  11  20  14  14  25   3  15  16  22  17  16  14   3  22  18  11  12   0  17
20  12  12   5  15  15  10  18  16  17  13  18  17  19  18  15  19  16  15  17   0
;
param C =60;
