param D:=
1 19.4703
2 20.349
3 19.1714
4 17.8329
5 22.6016
6 17.2902
7 27.7684
8 22.449
9 19.3168
10 22.1407
11 23.5597
12 25.2937
13 19.9581
14 22.9736
15 16.2009
16 23.9166
17 21.6311
18 13.6385
19 15.8058
20 24.1461
;
param S:=
1 13
2 12
3 19
4 14
5 8
6 12
7 16
8 9
9 10
10 10
11 17
12 14
13 9
14 12
15 10
16 21
17 13
18 15
19 9
20 8
;
param L:1   2   3   4   5   6   7   8   9  10  11  12  13  14  15  16  17  18  19  20:=
 1   0   3  18  19  13  11  15  18   5  15   6  19  14   3  17  10  12   4   6  13
 2   3   0  17  18  12  10  14  19   4  14   7  18  13   2  18  11  11   5   5  12
 3  18  17   0  13  19  15  11  26  15  17  22  13  20  17  27  20  14  20  12  19
 4  19  18  13   0   8  14  10  21  16   6  23   2  15  18  22  27  13  21  15  14
 5  13  12  19   8   0  12  16  15  10   4  17   8   9  12  16  21  13  15   9   8
 6  11  10  15  14  12   0   6  19   8  14  15  14  13  10  20  19   3  13   7  12
 7  15  14  11  10  16   6   0  23  12  14  19  10  17  14  24  23   5  17  11  16
 8  18  19  26  21  15  19  23   0  17  17  14  21  16  19   3  14  20  16  16  15
 9   5   4  15  16  10   8  12  17   0  12   9  16  11   4  18  13   9   7   3  10
10  15  14  17   6   4  14  14  17  12   0  19   6  11  14  18  23  15  17  11  10
11   6   7  22  23  17  15  19  14   9  19   0  23  14   7  13   6  16   4  10  15
12  19  18  13   2   8  14  10  21  16   6  23   0  15  18  22  27  13  21  15  14
13  14  13  20  15   9  13  17  16  11  11  14  15   0  13  15  14  14  16  10   3
14   3   2  17  18  12  10  14  19   4  14   7  18  13   0  18  11  11   5   5  12
15  17  18  27  22  16  20  24   3  18  18  13  22  15  18   0  13  21  15  17  16
16  10  11  20  27  21  19  23  14  13  23   6  27  14  11  13   0  20   8  14  15
17  12  11  14  13  13   3   5  20   9  15  16  13  14  11  21  20   0  14   8  13
18   4   5  20  21  15  13  17  16   7  17   4  21  16   5  15   8  14   0   8  15
19   6   5  12  15   9   7  11  16   3  11  10  15  10   5  17  14   8   8   0   9
20  13  12  19  14   8  12  16  15  10  10  15  14   3  12  16  15  13  15   9   0
;
param C =60;
