param D:=
1 19.4703
2 16.9062
3 22.1407
4 25.5927
5 20.349
6 25.3194
7 23.0918
8 17.3615
9 13.147
10 22.449
11 15.8346
12 17.8329
13 28.0585
14 16.5718
15 16.637
16 17.993
17 16.2009
18 21.8394
19 14.2771
20 21.8082
;
param S:=
1 13
2 7
3 10
4 13
5 12
6 12
7 6
8 16
9 17
10 9
11 7
12 14
13 9
14 11
15 14
16 14
17 10
18 17
19 9
20 15
;
param L:1   2   3   4   5   6   7   8   9  10  11  12  13  14  15  16  17  18  19  20:=
 1   0  18  15  12   3  11   9   5  16  18  12  19  20  22  13  13  17  16  14  20
 2  18   0  15  18  17  17  11  17  22   4  12  19  14  16  13  19   5  22  14  20
 3  15  15   0  15  14  14   6  18  13  17   9   6  15  13  16  16  18  19   3   7
 4  12  18  15   0  11   3   9  15   6  20  12  13  18  16  19   3  21  16  14  12
 5   3  17  14  11   0  10   8   6  15  19  11  18  19  21  14  12  18  15  13  19
 6  11  17  14   3  10   0   8  14   7  19  11  14  19  17  18   4  20  15  13  13
 7   9  11   6   9   8   8   0  12  13  13   5  10  13  15  12  10  14  13   5  11
 8   5  17  18  15   6  14  12   0  19  15  15  22  23  25  10  16  14  19  17  23
 9  16  22  13   6  15   7  13  19   0  24  16   9  14  12  23   5  25  12  14   8
10  18   4  17  20  19  19  13  15  24   0  14  21  16  18  11  21   3  24  16  22
11  12  12   9  12  11  11   5  15  16  14   0  13  14  16   9  13  15  16   8  14
12  19  19   6  13  18  14  10  22   9  21  13   0  11   9  20  12  22  15   7   3
13  20  14  15  18  19  19  13  23  14  16  14  11   0   4  21  17  17  20  16   8
14  22  16  13  16  21  17  15  25  12  18  16   9   4   0  23  15  19  18  14   6
15  13  13  16  19  14  18  12  10  23  11   9  20  21  23   0  20  10  23  15  21
16  13  19  16   3  12   4  10  16   5  21  13  12  17  15  20   0  22  15  15  11
17  17   5  18  21  18  20  14  14  25   3  15  22  17  19  10  22   0  25  17  23
18  16  22  19  16  15  15  13  19  12  24  16  15  20  18  23  15  25   0  18  14
19  14  14   3  14  13  13   5  17  14  16   8   7  16  14  15  15  17  18   0   8
20  20  20   7  12  19  13  11  23   8  22  14   3   8   6  21  11  23  14   8   0
;
param C =60;
