param D:=
1 23.3281
2 18.9898
3 25.2937
4 20.2595
5 15.0177
6 17.6536
7 19.5285
8 16.933
9 25.5927
10 15.6768
11 19.5677
12 19.3168
13 21.8082
14 24.228
15 22.2564
16 17.993
17 10.917
18 20.349
19 18.9791
20 20.2915
;
param S:=
1 11
2 21
3 14
4 7
5 11
6 14
7 18
8 10
9 13
10 17
11 18
12 10
13 15
14 9
15 13
16 14
17 7
18 12
19 10
20 9
;
param L:1   2   3   4   5   6   7   8   9  10  11  12  13  14  15  16  17  18  19  20:=
 1   0  24  17  10   2   5  21   3  16  18   9  13  18  12  16  17   6  15  13  12
 2  24   0   9  16  24  27   5  23  10  18  25  17   8  14  20   9  20  19  13  14
 3  17   9   0   9  17  20  14  16  13  23  24  16   3   7  19  12  13  18   6  15
 4  10  16   9   0  10  13  17   9  12  16  17   9  10   4  12  13   6  11   5   8
 5   2  24  17  10   0   5  21   3  16  18   9  13  18  12  16  17   6  15  13  12
 6   5  27  20  13   5   0  24   6  19  15   6  16  21  15  13  20   9  14  16  15
 7  21   5  14  17  21  24   0  20  15  15  22  14  13  19  17  14  17  16  18  11
 8   3  23  16   9   3   6  20   0  15  19  10  12  17  11  15  16   5  14  12  11
 9  16  10  13  12  16  19  15  15   0  16  17   9  12  14  12   3  12  11  15   6
10  18  18  23  16  18  15  15  19  16   0  11  13  24  18  16  17  16  15  19  10
11   9  25  24  17   9   6  22  10  17  11   0  10  25  19   7  18  13   8  20  13
12  13  17  16   9  13  16  14  12   9  13  10   0  17  11   5  10   9   4  12   5
13  18   8   3  10  18  21  13  17  12  24  25  17   0   8  20  11  14  19   7  16
14  12  14   7   4  12  15  19  11  14  18  19  11   8   0  14  15   8  13   3  10
15  16  20  19  12  16  13  17  15  12  16   7   5  20  14   0  13  12   3  15   8
16  17   9  12  13  17  20  14  16   3  17  18  10  11  15  13   0  13  12  16   7
17   6  20  13   6   6   9  17   5  12  16  13   9  14   8  12  13   0  11   9   8
18  15  19  18  11  15  14  16  14  11  15   8   4  19  13   3  12  11   0  14   7
19  13  13   6   5  13  16  18  12  15  19  20  12   7   3  15  16   9  14   0  11
20  12  14  15   8  12  15  11  11   6  10  13   5  16  10   8   7   8   7  11   0
;
param C =60;
