param D:=
1 22.2587
2 17.0322
3 16.637
4 20.6109
5 20.2595
6 23.5005
7 12.6229
8 21.6442
9 20.608
10 23.9166
11 20.4986
12 20.4051
13 20.0156
14 21.7513
15 21.6311
16 16.7646
17 23.3281
18 18.9791
19 24.3877
20 20.4725
;
param S:=
1 10
2 15
3 14
4 6
5 7
6 16
7 16
8 11
9 7
10 21
11 3
12 4
13 5
14 18
15 13
16 14
17 11
18 10
19 16
20 4
;
param L:1   2   3   4   5   6   7   8   9  10  11  12  13  14  15  16  17  18  19  20:=
 1   0  13  16   6   9   8  12  13   9  13   9  12  13  14   9  10  13  12  12   8
 2  13   0   3  11  14   7  23  18  14   6  14  17  18  25  20  21   6  17  13  11
 3  16   3   0  10  13  10  22  17  13   9  13  16  17  24  19  20   5  16  16  10
 4   6  11  10   0   5  12  12   9   5  17   5   8   9  14   9  10   7   8  12   2
 5   9  14  13   5   0  15  15   6   2  20   6   9  10  15  12  13  10   5  15   5
 6   8   7  10  12  15   0  18  19  15   7  15  18  19  20  15  16  13  18  14  14
 7  12  23  22  12  15  18   0  13  15  23  15  18  19   4   5  16  19  14  18  14
 8  13  18  17   9   6  19  13   0   6  24  10  13  14  11  16  17  14   3  19   9
 9   9  14  13   5   2  15  15   6   0  20   6   9  10  15  12  13  10   5  15   5
10  13   6   9  17  20   7  23  24  20   0  20  23  24  25  20  15  12  23   7  17
11   9  14  13   5   6  15  15  10   6  20   0   3   4  17  12  13  10   9  15   3
12  12  17  16   8   9  18  18  13   9  23   3   0   3  18  15  16  13  12  18   6
13  13  18  17   9  10  19  19  14  10  24   4   3   0  17  16  17  14  13  19   7
14  14  25  24  14  15  20   4  11  15  25  17  18  17   0   7  12  21  12  20  16
15   9  20  19   9  12  15   5  16  12  20  12  15  16   7   0  13  16  15  15  11
16  10  21  20  10  13  16  16  17  13  15  13  16  17  12  13   0  17  16  10  12
17  13   6   5   7  10  13  19  14  10  12  10  13  14  21  16  17   0  13  19   7
18  12  17  16   8   5  18  14   3   5  23   9  12  13  12  15  16  13   0  18   8
19  12  13  16  12  15  14  18  19  15   7  15  18  19  20  15  10  19  18   0  14
20   8  11  10   2   5  14  14   9   5  17   3   6   7  16  11  12   7   8  14   0
;
param C =60;
