param D:=
1 28.0585
2 19.9296
3 20.3697
4 19.1714
5 23.3171
6 19.9581
7 17.0893
8 16.933
9 25.5927
10 22.6016
11 16.5718
12 22.7393
13 20.6109
14 21.7513
15 17.6701
16 13.2103
17 14.6119
18 17.3615
19 20.1509
20 20.2595
;
param S:=
1 9
2 15
3 13
4 19
5 13
6 9
7 11
8 10
9 13
10 8
11 11
12 13
13 6
14 18
15 15
16 6
17 11
18 16
19 8
20 7
;
param L:1   2   3   4   5   6   7   8   9  10  11  12  13  14  15  16  17  18  19  20:=
 1   0  22  20  18  12  16  18  17  18  15   4  20  13  13  10  13  18  23   3  14
 2  22   0  14  20  20  16   6  15  14  15  24  14  11  19  22  19  12   3  21  14
 3  20  14   0  12  18  14  10  15  12  13  22   6   9  17  20  17  10  15  19  12
 4  18  20  12   0  14  20  16  21  14  19  16   8  15   7  10  23  16  21  19  18
 5  12  20  18  14   0  14  16  15  14   7  10  18  11   9   4  17  16  21  13   8
 6  16  16  14  20  14   0  12   3  14   9  18  14   5  19  16  13  12  15  15   8
 7  18   6  10  16  16  12   0  13  10  11  20  10   7  15  18  15   8   7  17  10
 8  17  15  15  21  15   3  13   0  15  10  19  15   6  20  17  14  13  14  16   9
 9  18  14  12  14  14  14  10  15   0  13  16  12   9   7  10  17   4  15  19  12
10  15  15  13  19   7   9  11  10  13   0  15  13   6  14   9  12  11  16  14   3
11   4  24  22  16  10  18  20  19  16  15   0  22  15  11   8  15  18  25   5  16
12  20  14   6   8  18  14  10  15  12  13  22   0   9  13  16  17  10  15  19  12
13  13  11   9  15  11   5   7   6   9   6  15   9   0  14  13  10   7  12  12   5
14  13  19  17   7   9  19  15  20   7  14  11  13  14   0   5  22   9  20  14  15
15  10  22  20  10   4  16  18  17  10   9   8  16  13   5   0  19  12  23  11  10
16  13  19  17  23  17  13  15  14  17  12  15  17  10  22  19   0  15  18  12  11
17  18  12  10  16  16  12   8  13   4  11  18  10   7   9  12  15   0  13  17  10
18  23   3  15  21  21  15   7  14  15  16  25  15  12  20  23  18  13   0  22  15
19   3  21  19  19  13  15  17  16  19  14   5  19  12  14  11  12  17  22   0  13
20  14  14  12  18   8   8  10   9  12   3  16  12   5  15  10  11  10  15  13   0
;
param C =60;
