param D:=
1 20.4986
2 19.5677
3 23.5728
4 20.1509
5 14.2581
6 15.4257
7 12.6229
8 16.637
9 17.8329
10 21.6849
11 13.147
12 20.4725
13 18.4437
14 23.075
15 22.1781
16 19.1498
17 14.2771
18 8.435
19 27.7684
20 21.6442
;
param S:=
1 3
2 18
3 12
4 8
5 8
6 15
7 16
8 14
9 14
10 15
11 17
12 4
13 14
14 17
15 10
16 11
17 9
18 13
19 16
20 11
;
param L:1   2   3   4   5   6   7   8   9  10  11  12  13  14  15  16  17  18  19  20:=
 1   0  17  13   7   7  14  15  13  13  14  16   3  13  16   9  10   8  12  15  10
 2  17   0   6  24  12  19  20   6  24  19  21  14   6   3  14   9  19  23  20  21
 3  13   6   0  18  12  25  26   6  24  25  27  14  12   9  20  15  19  23  26  21
 4   7  24  18   0  14  17  16  20  12  17  15  10  20  23  16  17  15  13  16  15
 5   7  12  12  14   0  15  16   8  14  15  17   4  14  15  10  11   9  13  16  11
 6  14  19  25  17  15   0   3  21  11   2   4  13  15  18   7  12  16  12   3  14
 7  15  20  26  16  16   3   0  22  10   3   3  14  16  19   8  13  15  11   2  13
 8  13   6   6  20   8  21  22   0  20  21  23  10  12   9  16  15  15  19  22  17
 9  13  24  24  12  14  11  10  20   0  11   9  12  20  23  16  17   7   3  10   5
10  14  19  25  17  15   2   3  21  11   0   4  13  15  18   7  12  16  12   3  14
11  16  21  27  15  17   4   3  23   9   4   0  15  17  20   9  14  14  10   3  12
12   3  14  14  10   4  13  14  10  12  13  15   0  12  15   8   9   7  11  14   9
13  13   6  12  20  14  15  16  12  20  15  17  12   0   5  10   5  15  19  16  17
14  16   3   9  23  15  18  19   9  23  18  20  15   5   0  13   8  18  22  19  20
15   9  14  20  16  10   7   8  16  16   7   9   8  10  13   0   7  11  15   8  13
16  10   9  15  17  11  12  13  15  17  12  14   9   5   8   7   0  12  16  13  14
17   8  19  19  15   9  16  15  15   7  16  14   7  15  18  11  12   0   6  15   4
18  12  23  23  13  13  12  11  19   3  12  10  11  19  22  15  16   6   0  11   4
19  15  20  26  16  16   3   2  22  10   3   3  14  16  19   8  13  15  11   0  13
20  10  21  21  15  11  14  13  17   5  14  12   9  17  20  13  14   4   4  13   0
;
param C =60;
