param D:=
1 14.0984
2 25.6007
3 27.7684
4 22.1407
5 16.6416
6 22.2727
7 22.4666
8 20.0156
9 22.7393
10 16.9062
11 24.3877
12 17.0322
13 23.9242
14 15.6768
15 23.5597
16 17.6352
17 26.2551
18 16.7646
19 17.8329
20 23.9166
;
param S:=
1 10
2 11
3 16
4 10
5 8
6 12
7 10
8 5
9 13
10 7
11 16
12 15
13 10
14 17
15 17
16 20
17 9
18 14
19 14
20 21
;
param L:1   2   3   4   5   6   7   8   9  10  11  12  13  14  15  16  17  18  19  20:=
 1   0  19  14  14  16   4  18   7  21  15  24  23  18  25  25  28  17  22  10  29
 2  19   0  25  19  17  21  19  14  22   6  19   8  19  18  12  15  14  23  23  12
 3  14  25   0  14  16  10   8  19  15  21  18  23  12  19  19  22  17  16  10  23
 4  14  19  14   0   4  10  12  13  15  15  18  17  12  19  19  22  11  16   6  23
 5  16  17  16   4   0  12  10  11  13  13  16  15  10  17  17  20   9  14   8  21
 6   4  21  10  10  12   0  16   9  19  17  26  25  20  27  27  30  19  18   6  31
 7  18  19   8  12  10  16   0  13   9  15  12  17   6  13  13  16  11  10  16  17
 8   7  14  19  13  11   9  13   0  16  10  19  18  13  20  20  23  12  17  15  24
 9  21  22  15  15  13  19   9  16   0  18   9  20   3  10  16  13  14   3  19  14
10  15   6  21  15  13  17  15  10  18   0  21  12  15  22  16  19  14  19  19  16
11  24  19  18  18  16  26  12  19   9  21   0  13   8   3  13   6  17  10  22   7
12  23   8  23  17  15  25  17  18  20  12  13   0  17  12   6   9   8  21  21   6
13  18  19  12  12  10  20   6  13   3  15   8  17   0   9  13  12  11   4  16  13
14  25  18  19  19  17  27  13  20  10  22   3  12   9   0  12   5  18  11  23   6
15  25  12  19  19  17  27  13  20  16  16  13   6  13  12   0   9  14  17  23   6
16  28  15  22  22  20  30  16  23  13  19   6   9  12   5   9   0  17  14  26   3
17  17  14  17  11   9  19  11  12  14  14  17   8  11  18  14  17   0  15  15  14
18  22  23  16  16  14  18  10  17   3  19  10  21   4  11  17  14  15   0  18  15
19  10  23  10   6   8   6  16  15  19  19  22  21  16  23  23  26  15  18   0  27
20  29  12  23  23  21  31  17  24  14  16   7   6  13   6   6   3  14  15  27   0
;
param C =60;
