param D:=
1 24.1118
2 21.6311
3 26.2551
4 16.9062
5 20.2915
6 14.2581
7 17.8329
8 25.0158
9 19.5677
10 21.6442
11 19.4703
12 23.201
13 16.933
14 20.4051
15 20.608
16 22.17
17 18.3374
18 22.0965
19 22.9736
20 17.6536
;
param S:=
1 15
2 13
3 9
4 7
5 9
6 8
7 14
8 14
9 18
10 11
11 13
12 13
13 10
14 4
15 7
16 11
17 13
18 18
19 12
20 14
;
param L:1   2   3   4   5   6   7   8   9  10  11  12  13  14  15  16  17  18  19  20:=
 1   0  14  16  20   8  15  17   9  19  18  14  20  17  17  14  12  20  19  13  21
 2  14   0  14  18   6  13  13  13  17  16  12  18  15  15  12   4  18  17  11  19
 3  16  14   0  14  10   3  15  15  11  12  14   6   3  11   8  12   6  13  13   7
 4  20  18  14   0  14  13  19  19  13  16  18  14  15   9  12  16  14  15  17  13
 5   8   6  10  14   0   9  15   7  13  12   8  14  11  11   8   4  14  13   7  15
 6  15  13   3  13   9   0  14  14  12  11  13   7   4  10   7  11   7  14  12   8
 7  17  13  15  19  15  14   0  20  24   5  19  19  16  16   9  15  19  24  18  20
 8   9  13  15  19   7  14  20   0  14  17  13  19  16  16  13  11  19  12  12  18
 9  19  17  11  13  13  12  24  14   0  21   7   7  10  20  17  15   7   2   8   6
10  18  16  12  16  12  11   5  17  21   0  16  16  13  13   6  14  16  21  15  17
11  14  12  14  18   8  13  19  13   7  16   0  14  15  15  12  10  14   7   3  13
12  20  18   6  14  14   7  19  19   7  16  14   0   5  15  12  16   2   9  15   3
13  17  15   3  15  11   4  16  16  10  13  15   5   0  12   9  13   5  12  14   6
14  17  15  11   9  11  10  16  16  20  13  15  15  12   0   9  13  15  20  14  16
15  14  12   8  12   8   7   9  13  17   6  12  12   9   9   0  10  12  17  11  13
16  12   4  12  16   4  11  15  11  15  14  10  16  13  13  10   0  16  15   9  17
17  20  18   6  14  14   7  19  19   7  16  14   2   5  15  12  16   0   9  15   3
18  19  17  13  15  13  14  24  12   2  21   7   9  12  20  17  15   9   0   8   8
19  13  11  13  17   7  12  18  12   8  15   3  15  14  14  11   9  15   8   0  14
20  21  19   7  13  15   8  20  18   6  17  13   3   6  16  13  17   3   8  14   0
;
param C =60;
