param D:=
1 17.6536
2 15.6768
3 21.6849
4 16.4981
5 19.5285
6 16.5718
7 25.7842
8 18.4437
9 20.349
10 27.7684
11 19.5668
12 20.0156
13 19.0738
14 24.228
15 25.5927
16 21.6442
17 14.2581
18 22.9736
19 19.1498
20 13.6385
;
param S:=
1 14
2 17
3 15
4 20
5 18
6 11
7 3
8 14
9 12
10 16
11 10
12 5
13 14
14 9
15 13
16 11
17 8
18 12
19 11
20 15
;
param L:1   2   3   4   5   6   7   8   9  10  11  12  13  14  15  16  17  18  19  20:=
 1   0  15  21  26  24  23  13  12  14  22  16  17  20  15  19  17   8  14  15  11
 2  15   0  18  17  15  26  16  15  15  19   7  20  17  18  16  20  17  15  14  14
 3  21  18   0  11  13  14  14  15  13   3  11  18   3  16   4  14  15  13  12  16
 4  26  17  11   0   4  15  19  20  18  10  12  21  12  17  13  15  20  18  17  21
 5  24  15  13   4   0  17  17  18  16  12  10  21  14  19  15  17  18  16  15  19
 6  23  26  14  15  17   0  12  23  21  13  19   8  15  14  16  12  17  21  20  24
 7  13  16  14  19  17  12   0  13  11  15   9   6  13   8  12  10   7  11  10  14
 8  12  15  15  20  18  23  13   0   4  16  10  17  14  15  13  17  14   4   5   3
 9  14  15  13  18  16  21  11   4   0  14   8  15  12  13  11  15  12   2   3   5
10  22  19   3  10  12  13  15  16  14   0  12  19   4  15   5  13  16  14  13  17
11  16   7  11  12  10  19   9  10   8  12   0  13  10  11   9  13  10   8   7  11
12  17  20  18  21  21   8   6  17  15  19  13   0  17  12  16  14  11  15  14  18
13  20  17   3  12  14  15  13  14  12   4  10  17   0  15   3  15  14  12  11  15
14  15  18  16  17  19  14   8  15  13  15  11  12  15   0  14   4   9  13  12  16
15  19  16   4  13  15  16  12  13  11   5   9  16   3  14   0  16  13  11  10  14
16  17  20  14  15  17  12  10  17  15  13  13  14  15   4  16   0  11  15  14  18
17   8  17  15  20  18  17   7  14  12  16  10  11  14   9  13  11   0  12  11  15
18  14  15  13  18  16  21  11   4   2  14   8  15  12  13  11  15  12   0   3   5
19  15  14  12  17  15  20  10   5   3  13   7  14  11  12  10  14  11   3   0   6
20  11  14  16  21  19  24  14   3   5  17  11  18  15  16  14  18  15   5   6   0
;
param C =60;
