param D:=
1 22.0965
2 19.5677
3 23.9242
4 15.4257
5 15.1793
6 13.3673
7 23.3171
8 18.9898
9 16.5718
10 21.6311
11 17.8329
12 16.8368
13 18.3257
14 14.0984
15 23.5728
16 23.3281
17 23.8176
18 19.5668
19 20.7318
20 17.3615
;
param S:=
1 18
2 18
3 10
4 15
5 12
6 7
7 13
8 21
9 11
10 13
11 14
12 18
13 14
14 10
15 12
16 11
17 4
18 10
19 6
20 16
;
param L:1   2   3   4   5   6   7   8   9  10  11  12  13  14  15  16  17  18  19  20:=
 1   0   2  14  19  10  23  23  25  27  17  24   8   6  26   8  11  16  14  22   4
 2   2   0  14  19   8  23  23  25  27  17  24  10   6  26   6   9  16  14  22   4
 3  14  14   0  11  14  15  15  11  19   9  16  10  10  18  20  13   8   2  14  12
 4  19  19  11   0  19  18  12   8  14   4  11  19  15  15  25  18  13  11  19  17
 5  10   8  14  19   0  17  17  25  21  17  18  16  14  20   8   3  10  14  16  12
 6  23  23  15  18  17   0  14  16   6  18  13  23  19   5  17  16   9  15   3  21
 7  23  23  15  12  17  14   0  10  10  14   3  23  19  11  23  16   9  15  15  21
 8  25  25  11   8  25  16  10   0  12  10   9  19  21  13  31  24  17  13  17  23
 9  27  27  19  14  21   6  10  12   0  16   9  27  23   3  21  20  13  19   7  25
10  17  17   9   4  17  18  14  10  16   0  13  17  13  17  23  16  11   9  17  15
11  24  24  16  11  18  13   3   9   9  13   0  24  20  10  24  17  10  16  14  22
12   8  10  10  19  16  23  23  19  27  17  24   0  14  26  14  17  16   8  22  12
13   6   6  10  15  14  19  19  21  23  13  20  14   0  22  12  15  12  10  18   4
14  26  26  18  15  20   5  11  13   3  17  10  26  22   0  20  19  12  18   6  24
15   8   6  20  25   8  17  23  31  21  23  24  14  12  20   0   9  14  20  16  10
16  11   9  13  18   3  16  16  24  20  16  17  17  15  19   9   0   9  13  15  13
17  16  16   8  13  10   9   9  17  13  11  10  16  12  12  14   9   0   8   8  14
18  14  14   2  11  14  15  15  13  19   9  16   8  10  18  20  13   8   0  14  12
19  22  22  14  19  16   3  15  17   7  17  14  22  18   6  16  15   8  14   0  20
20   4   4  12  17  12  21  21  23  25  15  22  12   4  24  10  13  14  12  20   0
;
param C =60;
