param D:=
1 16.933
2 21.6311
3 17.6701
4 15.4257
5 17.0893
6 20.2915
7 14.6119
8 15.6768
9 23.075
10 19.5677
11 24.1118
12 23.8176
13 19.0738
14 16.2009
15 24.8836
16 25.2937
17 8.435
18 21.0676
19 18.4437
20 24.228
;
param S:=
1 10
2 13
3 15
4 15
5 11
6 9
7 11
8 17
9 17
10 18
11 15
12 4
13 14
14 10
15 7
16 14
17 13
18 17
19 14
20 9
;
param L:1   2   3   4   5   6   7   8   9  10  11  12  13  14  15  16  17  18  19  20:=
 1   0  15  17  17  13  11  13  19  13  10  17   8  16  14   9  16  15  19  16  11
 2  15   0  10   4  10   6   4  16  16  17  14  11   3  21   8  13  14   6  13  14
 3  17  10   0   8  18  14  12  24  24  25  14  11   9  23  14   3   4   6  21   8
 4  17   4   8   0  12   8   6  18  18  19  16  13   3  23  10  11  12   4  15  16
 5  13  10  18  12   0   6   8  14   8   9  12   9  11  19   4  17  16  14   5  12
 6  11   6  14   8   6   0   4  10  12  13   8   7   7  17   4  15  14  10   9  10
 7  13   4  12   6   8   4   0  14  14  15  12   9   5  19   6  15  16   8  11  12
 8  19  16  24  18  14  10  14   0  12  11  12  15  17  19  12  23  22  20  15  18
 9  13  16  24  18   8  12  14  12   0   3  18  15  17  13  10  23  22  20   5  18
10  10  17  25  19   9  13  15  11   3   0  19  16  18  10  11  24  23  21   6  19
11  17  14  14  16  12   8  12  12  18  19   0  13  15  23  10  17  18  14  15  16
12   8  11  11  13   9   7   9  15  15  16  13   0  12  12   5  10   9  15  12   5
13  16   3   9   3  11   7   5  17  17  18  15  12   0  22   9  12  13   5  14  15
14  14  21  23  23  19  17  19  19  13  10  23  12  22   0  15  22  21  25  16  17
15   9   8  14  10   4   4   6  12  10  11  10   5   9  15   0  13  12  12   7   8
16  16  13   3  11  17  15  15  23  23  24  17  10  12  22  13   0   3   9  20   7
17  15  14   4  12  16  14  16  22  22  23  18   9  13  21  12   3   0  10  19   6
18  19   6   6   4  14  10   8  20  20  21  14  15   5  25  12   9  10   0  17  14
19  16  13  21  15   5   9  11  15   5   6  15  12  14  16   7  20  19  17   0  15
20  11  14   8  16  12  10  12  18  18  19  16   5  15  17   8   7   6  14  15   0
;
param C =60;
