param D:=
1 16.8368
2 15.8058
3 17.993
4 23.5597
5 17.6701
6 8.435
7 23.5005
8 24.1118
9 25.7842
10 22.2587
11 24.3877
12 20.7318
13 24.7364
14 20.3697
15 21.9285
16 22.17
17 24.8836
18 20.0156
19 16.4981
20 20.1509
;
param S:=
1 18
2 9
3 14
4 17
5 15
6 13
7 16
8 15
9 3
10 10
11 16
12 6
13 16
14 13
15 15
16 11
17 7
18 5
19 20
20 8
;
param L:1   2   3   4   5   6   7   8   9  10  11  12  13  14  15  16  17  18  19  20:=
 1   0  11  18  11  25  23  12  13  17  14   4  22  14   7   5  15  13  21  18  24
 2  11   0   9  10  16  14   9   8   8   3   9  13   9   6   8   6   2  12  13  15
 3  18   9   0  17   9  13  16  15  13  10  16  18  16  13  15   5   9  17  12  18
 4  11  10  17   0  24  22   3  18  16   9  13  21  19  16  14  14  10  20  23  23
 5  25  16   9  24   0   4  23  14  14  17  23  13  13  20  22  12  14  14   9  11
 6  23  14  13  22   4   0  21  18  12  15  21  15  17  18  20  16  12  16  13  13
 7  12   9  16   3  23  21   0  17  15   8  14  20  18  15  15  13   9  19  22  22
 8  13   8  15  18  14  18  17   0  14  11  11  19   3   8  10  12  10  18   7  21
 9  17   8  13  16  14  12  15  14   0   9  15   7  15  12  14  10   6   6  19   9
10  14   3  10   9  17  15   8  11   9   0  12  14  12   9  11   7   3  13  16  16
11   4   9  16  13  23  21  14  11  15  12   0  20  12   5   3  13  11  19  16  22
12  22  13  18  21  13  15  20  19   7  14  20   0  20  17  19  15  11   3  20   4
13  14   9  16  19  13  17  18   3  15  12  12  20   0   9  11  13  11  19   6  22
14   7   6  13  16  20  18  15   8  12   9   5  17   9   0   4  10   8  16  13  19
15   5   8  15  14  22  20  15  10  14  11   3  19  11   4   0  12  10  18  15  21
16  15   6   5  14  12  16  13  12  10   7  13  15  13  10  12   0   6  14  15  17
17  13   2   9  10  14  12   9  10   6   3  11  11  11   8  10   6   0  10  15  13
18  21  12  17  20  14  16  19  18   6  13  19   3  19  16  18  14  10   0  21   5
19  18  13  12  23   9  13  22   7  19  16  16  20   6  13  15  15  15  21   0  18
20  24  15  18  23  11  13  22  21   9  16  22   4  22  19  21  17  13   5  18   0
;
param C =60;
