param D:=
1 19.5668
2 18.9898
3 23.5728
4 16.933
5 22.0965
6 20.0156
7 18.9791
8 19.9581
9 16.9062
10 24.7364
11 13.2103
12 17.2902
13 20.4439
14 24.1461
15 21.0676
16 24.1118
17 23.075
18 18.4437
19 14.6119
20 22.1781
;
param S:=
1 10
2 21
3 12
4 10
5 18
6 5
7 10
8 9
9 7
10 16
11 6
12 12
13 10
14 8
15 17
16 15
17 17
18 14
19 11
20 10
;
param L:1   2   3   4   5   6   7   8   9  10  11  12  13  14  15  16  17  18  19  20:=
 1   0  13  20  12  14  13  12  11  15   8  14   8  12  10  13   7  13  10   7   6
 2  13   0  31  23  25  18  13  22  26   7  25  11  23  21   6   8  24  21  12  13
 3  20  31   0  10   8  15  20  11   7  26   8  22  10  12  27  25   9  12  21  20
 4  12  23  10   0  12  13  12   3  15  18  14  14   2   4  19  17  13  16  13  12
 5  14  25   8  12   0  21  20  13  15  20  16  16  12  14  21  19   3   6  15  14
 6  13  18  15  13  21   0  13  12  10  19   9  15  13  11  18  18  20  17  14  13
 7  12  13  20  12  20  13   0  11  15  18  14  14  12  10  13  17  19  16  13  12
 8  11  22  11   3  13  12  11   0  14  17  13  13   3   3  18  16  14  15  12  11
 9  15  26   7  15  15  10  15  14   0  21   3  17  15  13  22  20  16  19  16  15
10   8   7  26  18  20  19  18  17  21   0  20  14  18  16  13   3  19  16  13  12
11  14  25   8  14  16   9  14  13   3  20   0  16  14  12  21  19  17  18  15  14
12   8  11  22  14  16  15  14  13  17  14  16   0  14  12   7  13  15  12   3   4
13  12  23  10   2  12  13  12   3  15  18  14  14   0   4  19  17  13  16  13  12
14  10  21  12   4  14  11  10   3  13  16  12  12   4   0  17  15  15  14  11  10
15  13   6  27  19  21  18  13  18  22  13  21   7  19  17   0  14  20  17   8   9
16   7   8  25  17  19  18  17  16  20   3  19  13  17  15  14   0  18  15  12  11
17  13  24   9  13   3  20  19  14  16  19  17  15  13  15  20  18   0   5  14  13
18  10  21  12  16   6  17  16  15  19  16  18  12  16  14  17  15   5   0  11  10
19   7  12  21  13  15  14  13  12  16  13  15   3  13  11   8  12  14  11   0   3
20   6  13  20  12  14  13  12  11  15  12  14   4  12  10   9  11  13  10   3   0
;
param C =60;
