param D:=
1 18.3374
2 16.8368
3 22.17
4 16.933
5 19.0738
6 21.2646
7 23.075
8 25.3194
9 19.3168
10 20.6109
11 23.5728
12 24.3877
13 23.0918
14 19.4703
15 15.1793
16 19.9296
17 20.2119
18 20.1509
19 17.6536
20 20.2595
;
param S:=
1 13
2 18
3 11
4 10
5 14
6 8
7 17
8 12
9 10
10 6
11 12
12 16
13 6
14 13
15 12
16 15
17 12
18 8
19 14
20 7
;
param L:1   2   3   4   5   6   7   8   9  10  11  12  13  14  15  16  17  18  19  20:=
 1   0  15  16   5  19  13  10  17  15   9   7  17  11  14   3  12  17  19   3  12
 2  15   0  15  18  18  20  11  16  14  14  14   4  14  15  16  13  22  24  14  17
 3  16  15   0  13   5  17  14   3   7   7  21  13   7  10  15  12  15  17  17  10
 4   5  18  13   0  16  16  13  14  12   6  10  18   8  15   4  15  14  16   6   9
 5  19  18   5  16   0  20  17   4  10  10  24  16  10  13  18  15  14  18  20  13
 6  13  20  17  16  20   0  15  18  16  12   6  22  12  19  14  17  18  14  12  13
 7  10  11  14  13  17  15   0  15   9  13   9  13  13   6  11   4  21  23   9  16
 8  17  16   3  14   4  18  15   0   8   8  22  14   8  11  16  13  16  18  18  11
 9  15  14   7  12  10  16   9   8   0   6  16  12   6   5  14   7  14  16  16   9
10   9  14   7   6  10  12  13   8   6   0  14  12   2   9   8  11  10  12  10   5
11   7  14  21  10  24   6   9  22  16  14   0  16  16  13   8  11  22  18   6  17
12  17   4  13  18  16  22  13  14  12  12  16   0  12  15  18  15  20  22  16  15
13  11  14   7   8  10  12  13   8   6   2  16  12   0   9  10  11   8  12  12   3
14  14  15  10  15  13  19   6  11   5   9  13  15   9   0  15   4  17  19  13  12
15   3  16  15   4  18  14  11  16  14   8   8  18  10  15   0  13  16  18   4  11
16  12  13  12  15  15  17   4  13   7  11  11  15  11   4  13   0  19  21  11  14
17  17  22  15  14  14  18  21  16  14  10  22  20   8  17  16  19   0  14  18   7
18  19  24  17  16  18  14  23  18  16  12  18  22  12  19  18  21  14   0  20  13
19   3  14  17   6  20  12   9  18  16  10   6  16  12  13   4  11  18  20   0  13
20  12  17  10   9  13  13  16  11   9   5  17  15   3  12  11  14   7  13  13   0
;
param C =60;
