param D:=
1 22.17
2 17.6352
3 23.5597
4 24.8836
5 23.4671
6 20.0156
7 26.2551
8 20.2595
9 15.6768
10 20.7318
11 21.6849
12 15.0177
13 21.8394
14 20.2119
15 22.9736
16 23.3281
17 17.6701
18 14.2581
19 24.1461
20 12.6229
;
param S:=
1 11
2 20
3 17
4 7
5 12
6 5
7 9
8 7
9 17
10 6
11 15
12 11
13 17
14 12
15 12
16 11
17 15
18 8
19 8
20 16
;
param L:1   2   3   4   5   6   7   8   9  10  11  12  13  14  15  16  17  18  19  20:=
 1   0  17  14   6  15  14  12  10  14  15   6  14  14  15   9  14  12  11  11   7
 2  17   0   9  15  24  23  17  19   5  24  21  15  17  24  14  15  27  18  18  22
 3  14   9   0  10  21  20  14  16  12  21  18  12  20  21   7  12  24  15  15  19
 4   6  15  10   0  11  10   8   6  12  11  10  10  12  11   5  10  14   7   7  11
 5  15  24  21  11   0  15  13   7  21  16  13  15  17   2  16  15   5  12  12  12
 6  14  23  20  10  15   0  12  10  20   3  18  14  20  15  15  14  14  11  11  19
 7  12  17  14   8  13  12   0   8  18  13  16   4  18  13  13   4  16   3   3  17
 8  10  19  16   6   7  10   8   0  16  11  14  10  16   7  11  10  10   7   7  15
 9  14   5  12  12  21  20  18  16   0  21  18  18  14  21  15  18  24  17  17  19
10  15  24  21  11  16   3  13  11  21   0  19  15  21  16  16  15  13  12  12  18
11   6  21  18  10  13  18  16  14  18  19   0  18  14  13  13  18   8  15  15   3
12  14  15  12  10  15  14   4  10  18  15  18   0  20  15  15   2  18   5   5  19
13  14  17  20  12  17  20  18  16  14  21  14  20   0  17  15  20  12  17  17  13
14  15  24  21  11   2  15  13   7  21  16  13  15  17   0  16  15   5  12  12  12
15   9  14   7   5  16  15  13  11  15  16  13  15  15  16   0  15  19  12  12  14
16  14  15  12  10  15  14   4  10  18  15  18   2  20  15  15   0  18   5   5  19
17  12  27  24  14   5  14  16  10  24  13   8  18  12   5  19  18   0  15  15   7
18  11  18  15   7  12  11   3   7  17  12  15   5  17  12  12   5  15   0   2  16
19  11  18  15   7  12  11   3   7  17  12  15   5  17  12  12   5  15   2   0  16
20   7  22  19  11  12  19  17  15  19  18   3  19  13  12  14  19   7  16  16   0
;
param C =60;
