param D:=
1 14.6119
2 17.2902
3 17.6701
4 16.933
5 22.17
6 18.9898
7 16.5718
8 10.917
9 19.5668
10 18.6004
11 23.0918
12 22.2564
13 22.449
14 22.4666
15 15.8058
16 22.0965
17 23.5597
18 16.9062
19 19.5677
20 18.3374
;
param S:=
1 11
2 12
3 15
4 10
5 11
6 21
7 11
8 7
9 10
10 15
11 6
12 13
13 9
14 10
15 9
16 18
17 17
18 7
19 18
20 13
;
param L:1   2   3   4   5   6   7   8   9  10  11  12  13  14  15  16  17  18  19  20:=
 1   0   3  12  13   2  12  18  10   7  18   7  10  18   3   6  15  14  16  15  16
 2   3   0  11  14   3  11  17  11   8  19   8  11  19   4   7  16  15  17  16  17
 3  12  11   0  17  12   6   8  14  17  22  11  20  22  13  16  25  24  20  25  20
 4  13  14  17   0  13  23  19   5  12   7   8  15  15  12  11  12  13  15  10   5
 5   2   3  12  13   0  12  18  10   7  18   7  10  18   3   6  15  14  16  15  16
 6  12  11   6  23  12   0  12  20  13  28  17  20  28  13  14  25  24  26  25  26
 7  18  17   8  19  18  12   0  16  19  24  15  22  18  19  18  27  26  16  27  22
 8  10  11  14   5  10  20  16   0   9  10   5  12  14   9   8  15  16  12  13   8
 9   7   8  17  12   7  13  19   9   0  17   6   9  17   6   3  14  13  15  14  15
10  18  19  22   7  18  28  24  10  17   0  13  12   8  17  16   7   8  10   5   4
11   7   8  11   8   7  17  15   5   6  13   0   9  13   6   5  14  13  11  14  11
12  10  11  20  15  10  20  22  12   9  12   9   0  18   9   6   7   6  18   7  14
13  18  19  22  15  18  28  18  14  17   8  13  18   0  17  16  13  14   4  11  12
14   3   4  13  12   3  13  19   9   6  17   6   9  17   0   5  14  13  15  14  15
15   6   7  16  11   6  14  18   8   3  16   5   6  16   5   0  11  10  14  11  14
16  15  16  25  12  15  25  27  15  14   7  14   7  13  14  11   0   3  15   2   9
17  14  15  24  13  14  24  26  16  13   8  13   6  14  13  10   3   0  16   3  10
18  16  17  20  15  16  26  16  12  15  10  11  18   4  15  14  15  16   0  13  14
19  15  16  25  10  15  25  27  13  14   5  14   7  11  14  11   2   3  13   0   7
20  16  17  20   5  16  26  22   8  15   4  11  14  12  15  14   9  10  14   7   0
;
param C =60;
