param D:=
1 18.6004
2 18.3374
3 17.6701
4 20.4439
5 21.6442
6 25.0158
7 19.4703
8 24.7364
9 20.4986
10 22.449
11 23.9166
12 20.608
13 16.8368
14 16.2009
15 16.933
16 25.2937
17 22.7393
18 15.1793
19 17.2902
20 13.3673
;
param S:=
1 15
2 13
3 15
4 10
5 11
6 14
7 13
8 16
9 3
10 9
11 21
12 7
13 18
14 10
15 10
16 14
17 13
18 12
19 12
20 7
;
param L:1   2   3   4   5   6   7   8   9  10  11  12  13  14  15  16  17  18  19  20:=
 1   0   4  22   7  18  17  12  23  14   8   8  14  13   7   7  21  20   5  19  20
 2   4   0  20   5  16  19  14  21  12  12  10  12  15  11   5  19  18   3  17  18
 3  22  20   0  17   6  21  20  13  14  22  28  10  25  23  17   3  16  19  11  12
 4   7   5  17   0  13  16  15  18   9  15  13   9  18  14   2  16  15   4  14  15
 5  18  16   6  13   0  17  16  19  10  18  24   6  21  19  13   5  16  15  15  16
 6  17  19  21  16  17   0  13  10  13  21   9  13   6  22  16  20   7  18  12  19
 7  12  14  20  15  16  13   0  15  12  18  10  12  15  17  15  19  12  15  11  18
 8  23  21  13  18  19  10  15   0  15  23  17  15  14  24  18  16   5  20  14  21
 9  14  12  14   9  10  13  12  15   0  10  20   6  17  11   9  13  12  11  11   6
10   8  12  22  15  18  21  18  23  10   0  14  14  19   3  15  21  20  13  19  14
11   8  10  28  13  24   9  10  17  20  14   0  20   5  13  13  27  14  11  19  26
12  14  12  10   9   6  13  12  15   6  14  20   0  17  15   9   9  12  11  11  12
13  13  15  25  18  21   6  15  14  17  19   5  17   0  18  18  24  11  16  16  23
14   7  11  23  14  19  22  17  24  11   3  13  15  18   0  14  22  21  12  20  15
15   7   5  17   2  13  16  15  18   9  15  13   9  18  14   0  16  15   4  14  15
16  21  19   3  16   5  20  19  16  13  21  27   9  24  22  16   0  19  18  14  13
17  20  18  16  15  16   7  12   5  12  20  14  12  11  21  15  19   0  17  11  18
18   5   3  19   4  15  18  15  20  11  13  11  11  16  12   4  18  17   0  16  17
19  19  17  11  14  15  12  11  14  11  19  19  11  16  20  14  14  11  16   0  17
20  20  18  12  15  16  19  18  21   6  14  26  12  23  15  15  13  18  17  17   0
;
param C =60;
