param D:=
1 14.2771
2 16.637
3 17.2902
4 23.5728
5 18.5767
6 25.3194
7 23.075
8 15.1793
9 24.8836
10 17.8329
11 20.2915
12 19.1498
13 21.9285
14 25.5927
15 14.0984
16 23.3171
17 23.0918
18 18.6004
19 24.3877
20 20.1509
;
param S:=
1 9
2 14
3 12
4 12
5 12
6 12
7 17
8 12
9 7
10 14
11 9
12 11
13 15
14 13
15 10
16 13
17 6
18 15
19 16
20 8
;
param L:1   2   3   4   5   6   7   8   9  10  11  12  13  14  15  16  17  18  19  20:=
 1   0  15  13  19  13  13  18  13   8   7  10  12  16  14  15   6   5  16  17  15
 2  15   0  18   6   4  18   9   4  13  20  15  15  17  19  22  19  12   3  16  20
 3  13  18   0  22  16   2  15  16   7  14   5   9  13   3  18  15   8  19  14  18
 4  19   6  22   0   8  22   9   8  17  24  19  15  17  23  20  23  16   3  16  18
 5  13   4  16   8   0  16  11   2  11  18  13  15  19  17  20  17  10   5  18  18
 6  13  18   2  22  16   0  15  16   7  14   5   9  13   3  18  15   8  19  14  18
 7  18   9  15   9  11  15   0  11  10  23  12   8  14  16  25  22  13   8  13  23
 8  13   4  16   8   2  16  11   0  11  18  13  15  19  17  20  17  10   5  18  18
 9   8  13   7  17  11   7  10  11   0  13   4   4  10   8  15  12   3  14  11  13
10   7  20  14  24  18  14  23  18  13   0  15  17  21  13  10   3  10  21  22  12
11  10  15   5  19  13   5  12  13   4  15   0   6   8   6  17  14   5  16   9  15
12  12  15   9  15  15   9   8  15   4  17   6   0  12  10  19  16   7  14  13  17
13  16  17  13  17  19  13  14  19  10  21   8  12   0  14  23  20  11  16   3  21
14  14  19   3  23  17   3  16  17   8  13   6  10  14   0  17  14   9  20  15  19
15  15  22  18  20  20  18  25  20  15  10  17  19  23  17   0  11  14  23  24   4
16   6  19  15  23  17  15  22  17  12   3  14  16  20  14  11   0   9  20  21  13
17   5  12   8  16  10   8  13  10   3  10   5   7  11   9  14   9   0  13  12  12
18  16   3  19   3   5  19   8   5  14  21  16  14  16  20  23  20  13   0  15  21
19  17  16  14  16  18  14  13  18  11  22   9  13   3  15  24  21  12  15   0  22
20  15  20  18  18  18  18  23  18  13  12  15  17  21  19   4  13  12  21  22   0
;
param C =60;
