param D:=
1 23.5005
2 22.6016
3 24.1118
4 16.6416
5 13.4212
6 20.1509
7 21.8082
8 22.7393
9 22.449
10 20.3697
11 22.9736
12 8.435
13 20.608
14 24.7364
15 23.0918
16 12.6229
17 21.5758
18 25.2937
19 16.4981
20 13.6385
;
param S:=
1 16
2 8
3 15
4 8
5 7
6 8
7 15
8 13
9 9
10 13
11 12
12 13
13 7
14 16
15 6
16 16
17 4
18 14
19 20
20 15
;
param L:1   2   3   4   5   6   7   8   9  10  11  12  13  14  15  16  17  18  19  20:=
 1   0  16  17  16  11  22  23  15  15  15   6  21  15  18  12  18  18  22  22   3
 2  16   0  15   2   7  14   9  13  15  13  12   7   3  16   4  16  10   8  18  15
 3  17  15   0  15  10  21  16   4  22   8  13  18  14   3  11  15  17  17   7  16
 4  16   2  15   0   7  14   9  13  15  13  12   7   3  16   4  16  10   8  18  15
 5  11   7  10   7   0  13  14   8  14   8   7  12   6  11   3   9   9  13  15  10
 6  22  14  21  14  13   0   9  19  15  19  18  13  13  22  12  16  10  12  18  21
 7  23   9  16   9  14   9   0  18  22  20  19   4  10  15  11   9  17   3  11  22
 8  15  13   4  13   8  19  18   0  20   6  11  18  12   5   9  15  15  19   9  14
 9  15  15  22  15  14  15  22  20   0  20  19  20  14  23  13  23   7  21  27  16
10  15  13   8  13   8  19  20   6  20   0  11  18  12   9   9  15  15  19  13  14
11   6  12  13  12   7  18  19  11  19  11   0  17  11  14   8  14  14  18  18   5
12  21   7  18   7  12  13   4  18  20  18  17   0   8  17   9  11  15   3  13  20
13  15   3  14   3   6  13  10  12  14  12  11   8   0  15   3  15   9   9  19  14
14  18  16   3  16  11  22  15   5  23   9  14  17  15   0  12  14  18  16   6  17
15  12   4  11   4   3  12  11   9  13   9   8   9   3  12   0  12   8  10  16  11
16  18  16  15  16   9  16   9  15  23  15  14  11  15  14  12   0  18  10  10  17
17  18  10  17  10   9  10  17  15   7  15  14  15   9  18   8  18   0  16  22  17
18  22   8  17   8  13  12   3  19  21  19  18   3   9  16  10  10  16   0  12  21
19  22  18   7  18  15  18  11   9  27  13  18  13  19   6  16  10  22  12   0  21
20   3  15  16  15  10  21  22  14  16  14   5  20  14  17  11  17  17  21  21   0
;
param C =60;
