param D:=
1 20.4439
2 22.1781
3 15.0177
4 16.637
5 20.3697
6 19.1714
7 17.6352
8 17.8329
9 22.2587
10 17.3615
11 13.147
12 25.0158
13 24.7364
14 23.9166
15 21.7513
16 20.4986
17 23.075
18 22.1407
19 21.5758
20 27.7684
;
param S:=
1 10
2 10
3 11
4 14
5 13
6 19
7 20
8 14
9 10
10 16
11 17
12 14
13 16
14 21
15 18
16 3
17 17
18 10
19 4
20 16
;
param L:1   2   3   4   5   6   7   8   9  10  11  12  13  14  15  16  17  18  19  20:=
 1   0  12   3   6  15  21  16  16  12  14  19  16  18  13  20   9  13  12  12  18
 2  12   0  13  16   9  15  16  16   6  12   9  10  12  17  10   9  13  12  12   8
 3   3  13   0   5  16  22  15  17  13  13  20  17  19  12  21  10  12  13  13  19
 4   6  16   5   0  19  25  12  20  16  10  23  18  22   9  24  13   9  16  16  22
 5  15   9  16  19   0  12   9  19   9  15  16   3   9  10  17  12  16  15  15  15
 6  21  15  22  25  12   0  19  13  15  21  10  13   5  20   7  18  22  17  21  11
 7  16  16  15  12   9  19   0  26  16  10  23   8  16   3  24  19   9  22  22  22
 8  16  16  17  20  19  13  26   0  16  22   9  20  16  27   8  13  23   6  16  10
 9  12   6  13  16   9  15  16  16   0   8  13  10  12  13  14   9   9  12  12  12
10  14  12  13  10  15  21  10  22   8   0  19  16  18   7  20  15   3  18  18  18
11  19   9  20  23  16  10  23   9  13  19   0  17  13  24   3  16  20  13  19   3
12  16  10  17  18   3  13   8  20  10  16  17   0  10   9  18  13  15  16  16  16
13  18  12  19  22   9   5  16  16  12  18  13  10   0  17  10  15  19  18  18  14
14  13  17  12   9  10  20   3  27  13   7  24   9  17   0  25  20   6  23  19  23
15  20  10  21  24  17   7  24   8  14  20   3  18  10  25   0  17  21  12  20   4
16   9   9  10  13  12  18  19  13   9  15  16  13  15  20  17   0  16   9   5  15
17  13  13  12   9  16  22   9  23   9   3  20  15  19   6  21  16   0  19  19  19
18  12  12  13  16  15  17  22   6  12  18  13  16  18  23  12   9  19   0  12  14
19  12  12  13  16  15  21  22  16  12  18  19  16  18  19  20   5  19  12   0  18
20  18   8  19  22  15  11  22  10  12  18   3  16  14  23   4  15  19  14  18   0
;
param C =60;
