param D:=
1 15.6768
2 19.1498
3 22.1407
4 21.6311
5 18.4437
6 20.0156
7 20.8998
8 28.0585
9 13.4212
10 15.8058
11 19.0738
12 23.3281
13 24.3877
14 22.1781
15 22.4666
16 15.4257
17 14.6119
18 16.7646
19 21.2646
20 18.9791
;
param S:=
1 17
2 11
3 10
4 13
5 14
6 5
7 5
8 9
9 7
10 9
11 14
12 11
13 16
14 10
15 10
16 15
17 11
18 14
19 8
20 10
;
param L:1   2   3   4   5   6   7   8   9  10  11  12  13  14  15  16  17  18  19  20:=
 1   0  14  19  16  15  20  20  24  12  10  17  18   3  13  13  18  14  11  21  19
 2  14   0  13  10   5  14  14  18   6   4  11  14  13   7   7  12   8  11  17  13
 3  19  13   0  15  16  13  13  15   9  11  16  13  18  12  12  15  13  16  16   2
 4  16  10  15   0  13  16  16  18   6   8   3  16  15   5   5   4   4  13  19  15
 5  15   5  16  13   0  17  17  21   9   7  14  15  16  10  10  15  11  14  18  16
 6  20  14  13  16  17   0   8   6  10  12  17  14  19  13  13  18  14  17  11  13
 7  20  14  13  16  17   8   0  12  10  12  17  14  19  13  13  18  14  17   5  13
 8  24  18  15  18  21   6  12   0  14  16  17  18  23  17  17  16  18  21  15  15
 9  12   6   9   6   9  10  10  14   0   4   7  10  11   3   3   8   4   9  13   9
10  10   4  11   8   7  12  12  16   4   0   9  12   9   5   5  10   6   7  15  11
11  17  11  16   3  14  17  17  17   7   9   0  17  16   6   6   3   5  14  20  16
12  18  14  13  16  15  14  14  18  10  12  17   0  19  13  13  18  14  17  15  13
13   3  13  18  15  16  19  19  23  11   9  16  19   0  12  12  17  13  10  22  18
14  13   7  12   5  10  13  13  17   3   5   6  13  12   0   2   7   3  10  16  12
15  13   7  12   5  10  13  13  17   3   5   6  13  12   2   0   7   3  10  16  12
16  18  12  15   4  15  18  18  16   8  10   3  18  17   7   7   0   6  15  21  15
17  14   8  13   4  11  14  14  18   4   6   5  14  13   3   3   6   0  11  17  13
18  11  11  16  13  14  17  17  21   9   7  14  17  10  10  10  15  11   0  20  16
19  21  17  16  19  18  11   5  15  13  15  20  15  22  16  16  21  17  20   0  16
20  19  13   2  15  16  13  13  15   9  11  16  13  18  12  12  15  13  16  16   0
;
param C =60;
