param D:=
1 22.7393
2 18.3257
3 26.2551
4 23.5728
5 17.2902
6 20.2595
7 16.637
8 19.3168
9 17.0322
10 20.0156
11 23.1504
12 21.6849
13 15.8058
14 16.9062
15 15.6768
16 20.2119
17 20.608
18 18.5767
19 25.7842
20 18.4437
;
param S:=
1 13
2 14
3 9
4 12
5 12
6 7
7 14
8 10
9 15
10 5
11 11
12 15
13 9
14 7
15 17
16 12
17 7
18 12
19 3
20 14
;
param L:1   2   3   4   5   6   7   8   9  10  11  12  13  14  15  16  17  18  19  20:=
 1   0  13  14  23  11  12  19   9  20  16  16  14   6  18  10  17  12  17  12  13
 2  13   0  15  12  12  13  12   6   9  17  17  15   7  19  15  18  13  14  13   2
 3  14  15   0  11  13   8   7  11   8  12  12  16  10  14  18  13   8   5   8  15
 4  23  12  11   0  22  17   6  16   5  15  21  25  17   7  15  22  17   8  11  12
 5  11  12  13  22   0  11  18   8  19  15  15   5   7  17  15  16  11  16  11  12
 6  12  13   8  17  11   0  13   9  14  10   6  14   8  12  16   7   2  11   6  13
 7  19  12   7   6  18  13   0  16   3  17  17  21  15  13  15  18  13   4  13  12
 8   9   6  11  16   8   9  16   0  13  13  13  11   3  15  13  14   9  14   9   6
 9  20   9   8   5  19  14   3  13   0  18  18  22  14  12  12  19  14   5  14   9
10  16  17  12  15  15  10  17  13  18   0  14  18  12  10  20  15  10  15   6  17
11  16  17  12  21  15   6  17  13  18  14   0  14  12  16  20   3   6  15  10  17
12  14  15  16  25   5  14  21  11  22  18  14   0  10  20  18  13  14  19  14  15
13   6   7  10  17   7   8  15   3  14  12  12  10   0  14  10  13   8  13   8   7
14  18  19  14   7  17  12  13  15  12  10  16  20  14   0  22  17  12  15   6  19
15  10  15  18  15  15  16  15  13  12  20  20  18  10  22   0  21  16  17  16  15
16  17  18  13  22  16   7  18  14  19  15   3  13  13  17  21   0   7  16  11  18
17  12  13   8  17  11   2  13   9  14  10   6  14   8  12  16   7   0  11   6  13
18  17  14   5   8  16  11   4  14   5  15  15  19  13  15  17  16  11   0  11  14
19  12  13   8  11  11   6  13   9  14   6  10  14   8   6  16  11   6  11   0  13
20  13   2  15  12  12  13  12   6   9  17  17  15   7  19  15  18  13  14  13   0
;
param C =60;
