param D:=
1 25.6007
2 22.0965
3 20.6109
4 19.5285
5 23.9166
6 28.0585
7 21.2646
8 17.6352
9 23.5597
10 22.9736
11 13.2103
12 17.993
13 18.5767
14 25.0158
15 14.0984
16 18.9791
17 24.3877
18 25.5927
19 17.6701
20 22.6016
;
param S:=
1 11
2 18
3 6
4 18
5 21
6 9
7 8
8 20
9 17
10 12
11 6
12 14
13 12
14 14
15 10
16 10
17 16
18 13
19 15
20 8
;
param L:1   2   3   4   5   6   7   8   9  10  11  12  13  14  15  16  17  18  19  20:=
 1   0  11  15  27  12  18   5  15  12  17   7  23  11  21  19  19  19  22  24  17
 2  11   0  14  22   3  25  14   6   3   8  16  18  10  12  26  20  10  17  25  18
 3  15  14   0  14  17  13  12  16  13   8  10  10   8  10  14   8  12   9  13   6
 4  27  22  14   0  19  19  24  18  21  16  22  14  22  12  18  18  14  15  11  18
 5  12   3  17  19   0  28  15   3   6  11  17  21  11   9  29  23   7  20  28  21
 6  18  25  13  19  28   0  15  27  24  19  13  17  19  21   3  15  23  18  10  15
 7   5  14  12  24  15  15   0  18  15  18   4  20  14  20  16  16  22  19  21  14
 8  15   6  16  18   3  27  18   0   9  14  20  20  14   8  28  22   6  19  27  20
 9  12   3  13  21   6  24  15   9   0   7  17  17  11  15  25  19  13  16  24  17
10  17   8   8  16  11  19  18  14   7   0  16  12  16  12  20  14  14  11  19  12
11   7  16  10  22  17  13   4  20  17  16   0  18  16  18  14  14  20  17  19  12
12  23  18  10  14  21  17  20  20  17  12  18   0  18  14  16  16  16   3   9  14
13  11  10   8  22  11  19  14  14  11  16  16  18   0  18  20  14  18  17  19  12
14  21  12  10  12   9  21  20   8  15  12  18  14  18   0  22  16   4  13  21  14
15  19  26  14  18  29   3  16  28  25  20  14  16  20  22   0  14  24  17   9  16
16  19  20   8  18  23  15  16  22  19  14  14  16  14  16  14   0  18  15   7   4
17  19  10  12  14   7  23  22   6  13  14  20  16  18   4  24  18   0  15  23  16
18  22  17   9  15  20  18  19  19  16  11  17   3  17  13  17  15  15   0  10  13
19  24  25  13  11  28  10  21  27  24  19  19   9  19  21   9   7  23  10   0   9
20  17  18   6  18  21  15  14  20  17  12  12  14  12  14  16   4  16  13   9   0
;
param C =60;
