param D:=
1 25.2937
2 26.2551
3 14.0984
4 21.6311
5 18.3257
6 17.6536
7 21.7513
8 17.3615
9 23.5728
10 10.917
11 14.6119
12 24.3877
13 16.5718
14 16.8368
15 22.0965
16 19.4703
17 23.075
18 20.2595
19 23.9166
20 16.6416
;
param S:=
1 14
2 9
3 10
4 13
5 14
6 14
7 18
8 16
9 12
10 7
11 11
12 16
13 11
14 18
15 18
16 13
17 17
18 7
19 21
20 8
;
param L:1   2   3   4   5   6   7   8   9  10  11  12  13  14  15  16  17  18  19  20:=
 1   0  15  10  13  20  20   8  22  24  13  15  22   9  24  24  19  23   9  27   8
 2  15   0  17  14  15   7  19  15  11   4  12  17  18  19  13  14  14   8  14   9
 3  10  17   0  17  22  22  12  24  20  15  19  24   3  26  26  21  25  15  29  16
 4  13  14  17   0  13  19   7  15  23  12   4  15  16  17  17  12  16  12  20  13
 5  20  15  22  13   0  12  18   4  12  13  11  16  23  14   6   3   5  13   9  14
 6  20   7  22  19  12   0  24  10   6   9  17  16  23  14   8  13   9  13   9  14
 7   8  19  12   7  18  24   0  20  28  17   9  20  11  22  22  17  21  15  25  14
 8  22  15  24  15   4  10  20   0  10  15  13  14  25  12   4   5   3  15   7  16
 9  24  11  20  23  12   6  28  10   0  13  21  16  21  14   8  13   9  17   9  18
10  13   4  15  12  13   9  17  15  13   0  10  15  16  17  15  12  16   6  16   7
11  15  12  19   4  11  17   9  13  21  10   0  13  18  15  15  10  14  10  18  11
12  22  17  24  15  16  16  20  14  16  15  13   0  25   4  10  15  13  15   7  16
13   9  18   3  16  23  23  11  25  21  16  18  25   0  27  27  22  26  16  30  15
14  24  19  26  17  14  14  22  12  14  17  15   4  27   0   8  15  11  17   5  18
15  24  13  26  17   6   8  22   4   8  15  15  10  27   8   0   7   3  17   3  18
16  19  14  21  12   3  13  17   5  13  12  10  15  22  15   7   0   6  12  10  13
17  23  14  25  16   5   9  21   3   9  16  14  13  26  11   3   6   0  16   6  17
18   9   8  15  12  13  13  15  15  17   6  10  15  16  17  17  12  16   0  20   3
19  27  14  29  20   9   9  25   7   9  16  18   7  30   5   3  10   6  20   0  21
20   8   9  16  13  14  14  14  16  18   7  11  16  15  18  18  13  17   3  21   0
;
param C =60;
