param D:=
1 21.7513
2 21.0676
3 17.0322
4 14.6119
5 21.6849
6 17.3706
7 20.8998
8 21.9285
9 24.1461
10 19.1714
11 21.6442
12 20.4986
13 25.2937
14 22.2727
15 24.1118
16 16.6416
17 17.2902
18 23.0918
19 23.1504
20 20.7318
;
param S:=
1 18
2 17
3 15
4 11
5 15
6 18
7 5
8 15
9 8
10 19
11 11
12 3
13 14
14 12
15 15
16 8
17 12
18 6
19 11
20 6
;
param L:1   2   3   4   5   6   7   8   9  10  11  12  13  14  15  16  17  18  19  20:=
 1   0   3  25   9   5   2  21  19  18   7  11  17   8   8  11  14   8  14  11  16
 2   3   0  24   8   4   3  20  18  17  10  12  16   9   9  14  15   7  13  12  17
 3  25  24   0  18  22  25  14  14   9  26  18  14  21  25  22  15  19  13  18  19
 4   9   8  18   0   6   9  14  12  11  16  14  10  15  15  12  11   3   7  14  15
 5   5   4  22   6   0   5  18  16  15  12  14  14  11  11  16  15   5  11  14  19
 6   2   3  25   9   5   0  21  19  18   9   9  17   6   6  13  12   8  14   9  14
 7  21  20  14  14  18  21   0  18  11  22  14   6  17  15  18  11  15   9  14   9
 8  19  18  14  12  16  19  18   0  15  14  18  14  21  25  10  15  13  11  18  19
 9  18  17   9  11  15  18  11  15   0  19  11   7  14  18  15   8  12   6  11  12
10   7  10  26  16  12   9  22  14  19   0  16  18  13  13   6  19  15  15  16  21
11  11  12  18  14  14   9  14  18  11  16   0  10   5   9  18   5  15   7   2  15
12  17  16  14  10  14  17   6  14   7  18  10   0  13  11  14   7  11   5  10   5
13   8   9  21  15  11   6  17  21  14  13   5  13   0   6  17   8  14  10   5  14
14   8   9  25  15  11   6  15  25  18  13   9  11   6   0  17  12  14  14   9   8
15  11  14  22  12  16  13  18  10  15   6  18  14  17  17   0  15  13  11  18  19
16  14  15  15  11  15  12  11  15   8  19   5   7   8  12  15   0  12   4   5  12
17   8   7  19   3   5   8  15  13  12  15  15  11  14  14  13  12   0   8  15  16
18  14  13  13   7  11  14   9  11   6  15   7   5  10  14  11   4   8   0   7  10
19  11  12  18  14  14   9  14  18  11  16   2  10   5   9  18   5  15   7   0  15
20  16  17  19  15  19  14   9  19  12  21  15   5  14   8  19  12  16  10  15   0
;
param C =60;
