param D:=
1 23.1504
2 13.4373
3 18.3374
4 19.9296
5 20.4986
6 16.9062
7 23.5597
8 21.0676
9 23.5005
10 20.6109
11 24.7364
12 24.3877
13 21.8082
14 17.6536
15 22.7393
16 23.3171
17 19.9581
18 16.6416
19 27.7684
20 19.4703
;
param S:=
1 11
2 19
3 13
4 15
5 3
6 7
7 17
8 17
9 16
10 6
11 16
12 16
13 15
14 14
15 13
16 13
17 9
18 8
19 16
20 13
;
param L:1   2   3   4   5   6   7   8   9  10  11  12  13  14  15  16  17  18  19  20:=
 1   0  22  16  18  10  16  20  12  19   9  19  19   6  17  16   4  12   5  13  16
 2  22   0  14  12  18  20  10  22  11  15  15   5  26  13  12  24  18  19  21  14
 3  16  14   0  12  12  14  10  22  11   9  21  17  20   3  18  18   6  13  21  14
 4  18  12  12   0  14  18   4  18   3  11  17  15  22  11  14  20  16  15  17   4
 5  10  18  12  14   0   8  16  16  15   5  15  15  14  13  12  12   8   7  15  12
 6  16  20  14  18   8   0  16  22  17  11  21  21  20  13  18  18  14  13  21  18
 7  20  10  10   4  16  16   0  20   3  13  19  13  24   9  16  22  14  17  19   6
 8  12  22  22  18  16  22  20   0  19  13  13  19   8  23  16  10  18  15   3  16
 9  19  11  11   3  15  17   3  19   0  12  18  14  23  10  15  21  15  16  18   5
10   9  15   9  11   5  11  13  13  12   0  12  12  13  10   9  11   5   6  12   9
11  19  15  21  17  15  21  19  13  18  12   0  12  15  22   5  17  17  16  14  15
12  19   5  17  15  15  21  13  19  14  12  12   0  23  16   9  21  17  16  18  15
13   6  26  20  22  14  20  24   8  23  13  15  23   0  21  18   4  16   9   9  20
14  17  13   3  11  13  13   9  23  10  10  22  16  21   0  19  19   7  14  22  13
15  16  12  18  14  12  18  16  16  15   9   5   9  18  19   0  18  14  13  15  12
16   4  24  18  20  12  18  22  10  21  11  17  21   4  19  18   0  14   7  11  18
17  12  18   6  16   8  14  14  18  15   5  17  17  16   7  14  14   0   9  17  14
18   5  19  13  15   7  13  17  15  16   6  16  16   9  14  13   7   9   0  16  13
19  13  21  21  17  15  21  19   3  18  12  14  18   9  22  15  11  17  16   0  15
20  16  14  14   4  12  18   6  16   5   9  15  15  20  13  12  18  14  13  15   0
;
param C =60;
