param D:=
1 21.8082
2 22.449
3 23.9166
4 19.1498
5 20.2119
6 20.4439
7 27.7684
8 19.4703
9 17.0322
10 22.4666
11 23.201
12 24.228
13 17.3706
14 19.5285
15 16.7646
16 8.435
17 13.6385
18 16.933
19 20.8998
20 20.6109
;
param S:=
1 15
2 9
3 21
4 11
5 12
6 10
7 16
8 13
9 15
10 10
11 13
12 9
13 18
14 18
15 14
16 13
17 15
18 10
19 5
20 6
;
param L:1   2   3   4   5   6   7   8   9  10  11  12  13  14  15  16  17  18  19  20:=
 1   0  22  28  18   5  17   9  20  22  15  20   8   5  13  17   4  22  17  18  13
 2  22   0  14  18  19  15  23  18  10  17  12  16  25  25  21  20  16  15   6  13
 3  28  14   0  12  25  13  23  10   6  17  10  22  25  19  15  26   8  13  18  17
 4  18  18  12   0  15  13  13   4  12   7  16  12  15  15  11  16   6  13  14   7
 5   5  19  25  15   0  14  12  17  19  14  17   5   8  16  18   3  19  14  15  10
 6  17  15  13  13  14   0  18  15   7  12   5  11  20  20  16  15  15   2  13   6
 7   9  23  23  13  12  18   0  15  23   8  21  15   4  12  16  11  17  18  19  12
 8  20  18  10   4  17  15  15   0  10   9  14  14  17  17  13  18   4  15  16   9
 9  22  10   6  12  19   7  23  10   0  17   4  16  25  25  21  20   8   7  14  11
10  15  17  17   7  14  12   8   9  17   0  15  11  10  14  10  15  11  12  13   6
11  20  12  10  16  17   5  21  14   4  15   0  14  23  23  19  18  12   5  16   9
12   8  16  22  12   5  11  15  14  16  11  14   0  11  19  15   6  16  11  12   7
13   5  25  25  15   8  20   4  17  25  10  23  11   0  10  14   7  19  20  21  14
14  13  25  19  15  16  20  12  17  25  14  23  19  10   0   6  15  19  20  21  14
15  17  21  15  11  18  16  16  13  21  10  19  15  14   6   0  19  15  16  17  10
16   4  20  26  16   3  15  11  18  20  15  18   6   7  15  19   0  20  15  16  11
17  22  16   8   6  19  15  17   4   8  11  12  16  19  19  15  20   0  15  18  11
18  17  15  13  13  14   2  18  15   7  12   5  11  20  20  16  15  15   0  13   6
19  18   6  18  14  15  13  19  16  14  13  16  12  21  21  17  16  18  13   0   9
20  13  13  17   7  10   6  12   9  11   6   9   7  14  14  10  11  11   6   9   0
;
param C =60;
