param D:=
1 16.6416
2 21.0676
3 23.1504
4 17.993
5 21.6849
6 20.2915
7 16.4981
8 20.4725
9 20.8998
10 13.147
11 18.9898
12 14.2581
13 16.637
14 17.6352
15 16.5718
16 23.3281
17 20.7318
18 17.8329
19 22.2564
20 20.4986
;
param S:=
1 8
2 17
3 11
4 14
5 15
6 9
7 20
8 4
9 5
10 17
11 21
12 8
13 14
14 20
15 11
16 11
17 6
18 14
19 13
20 3
;
param L:1   2   3   4   5   6   7   8   9  10  11  12  13  14  15  16  17  18  19  20:=
 1   0  15   5  14  15   9  18   6  11  15  15   8  14  20  15  11  12   8  13   7
 2  15   0  12   5   4  10   9  15  20   2   6  17  23  23  12  20  17   9  16  16
 3   5  12   0  15  14  12  15   9  14  12  12  11  17  23  12  14  15   5  16  10
 4  14   5  15   0   3   7  12  12  17   5   9  14  20  20  15  17  18  12  13  13
 5  15   4  14   3   0   8  11  13  18   4   8  15  21  21  14  18  19  11  14  14
 6   9  10  12   7   8   0  13   7  12  10  14   9  15  13  18  12  13  15   8   8
 7  18   9  15  12  11  13   0  18  23   9   3  20  26  20  15  23  20  12  19  19
 8   6  15   9  12  13   7  18   0   7  15  19   4  10  18  13   7   8  12  11   3
 9  11  20  14  17  18  12  23   7   0  20  24  11  15  21  14  14   9  17  16   6
10  15   2  12   5   4  10   9  15  20   0   6  17  23  23  12  20  17   9  16  16
11  15   6  12   9   8  14   3  19  24   6   0  21  27  21  12  24  17   9  20  20
12   8  17  11  14  15   9  20   4  11  17  21   0   8  18  17   5  12  14  13   7
13  14  23  17  20  21  15  26  10  15  23  27   8   0  12  23   5  18  20  13  13
14  20  23  23  20  21  13  20  18  21  23  21  18  12   0  29  15  24  26  13  19
15  15  12  12  15  14  18  15  13  14  12  12  17  23  29   0  20   7   9  22  10
16  11  20  14  17  18  12  23   7  14  20  24   5   5  15  20   0  15  17  16  10
17  12  17  15  18  19  13  20   8   9  17  17  12  18  24   7  15   0  14  17   5
18   8   9   5  12  11  15  12  12  17   9   9  14  20  26   9  17  14   0  19  13
19  13  16  16  13  14   8  19  11  16  16  20  13  13  13  22  16  17  19   0  12
20   7  16  10  13  14   8  19   3   6  16  20   7  13  19  10  10   5  13  12   0
;
param C =60;
