param D:=
1 19.9296
2 23.075
3 21.8394
4 21.8082
5 21.6442
6 17.0322
7 22.2587
8 23.9242
9 14.2581
10 26.2551
11 15.4257
12 18.9898
13 14.6119
14 25.3194
15 22.1781
16 21.6849
17 22.9736
18 17.6352
19 23.3171
20 23.0918
;
param S:=
1 15
2 17
3 17
4 15
5 11
6 15
7 10
8 10
9 8
10 9
11 15
12 21
13 11
14 12
15 10
16 15
17 12
18 20
19 13
20 6
;
param L:1   2   3   4   5   6   7   8   9  10  11  12  13  14  15  16  17  18  19  20:=
 1   0   4  18  22  18   8   7  11  15  16  16  22  12  13  11  16   5  11  20  11
 2   4   0  20  24  20   6   9  13  15  14  18  24  14  15  13  18   7   9  22  13
 3  18  20   0  14  18  24  13   7  17  18  14   6  14  15  13  14  15  17  16  13
 4  22  24  14   0   6  22  17  17  15  16  10   8  14  13  15  10  19  27   4  11
 5  18  20  18   6   0  18  13  13  11  12  14  12  14  15  13  14  15  23   4   7
 6   8   6  24  22  18   0  13  17   9   8  22  28  18  19  17  22  11   9  20  13
 7   7   9  13  17  13  13   0   6  10  11  11  17   7   8   6  11   4  16  15   6
 8  11  13   7  17  13  17   6   0  10  11  11  11   7   8   6  11   8  12  15   6
 9  15  15  17  15  11   9  10  10   0   3  15  21  11  12  10  15  12  18  13   6
10  16  14  18  16  12   8  11  11   3   0  16  22  12  13  11  16  13  17  14   7
11  16  18  14  10  14  22  11  11  15  16   0   8   6   5   7   2  13  21  12  11
12  22  24   6   8  12  28  17  11  21  22   8   0  12  11  13   8  19  21  10  17
13  12  14  14  14  14  18   7   7  11  12   6  12   0   3   3   6   9  17  16   7
14  13  15  15  13  15  19   8   8  12  13   5  11   3   0   4   5  10  18  15   8
15  11  13  13  15  13  17   6   6  10  11   7  13   3   4   0   7   8  16  15   6
16  16  18  14  10  14  22  11  11  15  16   2   8   6   5   7   0  13  21  12  11
17   5   7  15  19  15  11   4   8  12  13  13  19   9  10   8  13   0  14  17   8
18  11   9  17  27  23   9  16  12  18  17  21  21  17  18  16  21  14   0  25  16
19  20  22  16   4   4  20  15  15  13  14  12  10  16  15  15  12  17  25   0   9
20  11  13  13  11   7  13   6   6   6   7  11  17   7   8   6  11   8  16   9   0
;
param C =60;
