param D:=
1 20.4986
2 28.0585
3 23.075
4 19.0738
5 20.4439
6 23.4671
7 20.7318
8 16.9062
9 16.8368
10 23.5597
11 17.3615
12 13.3673
13 19.9296
14 17.993
15 24.228
16 20.8998
17 22.4666
18 20.0156
19 15.4257
20 22.1781
;
param S:=
1 3
2 9
3 17
4 14
5 10
6 12
7 6
8 7
9 18
10 17
11 16
12 7
13 15
14 14
15 9
16 5
17 10
18 5
19 15
20 10
;
param L:1   2   3   4   5   6   7   8   9  10  11  12  13  14  15  16  17  18  19  20:=
 1   0   8  16  13   9  11   5   8  17  16  15   6  14  13   8   6   9   4  14   9
 2   8   0  24  17  17  13   5  14  25  24  23   4  22  17  16  12  17   6  16  17
 3  16  24   0  17  13  21  21  16  11   2   3  22   4  17  18  18  13  20  18  13
 4  13  17  17   0  16  14  18  19  18  17  16  19  15   2  15  17   6  17   3   6
 5   9  17  13  16   0  14  14  15  18  13  14  15  15  16  11  13  12  13  17  12
 6  11  13  21  14  14   0  16  17  22  21  20  15  19  14   5  15  14  15  13  14
 7   5   5  21  18  14  16   0  11  22  21  20   3  19  18  13   9  14   3  19  14
 8   8  14  16  19  15  17  11   0  21  16  17  12  18  19  14   4  15  10  20  15
 9  17  25  11  18  18  22  22  21   0  11  12  23  13  18  19  21  14  21  19  14
10  16  24   2  17  13  21  21  16  11   0   3  22   4  17  18  18  13  20  18  13
11  15  23   3  16  14  20  20  17  12   3   0  21   3  16  17  19  12  19  17  12
12   6   4  22  19  15  15   3  12  23  22  21   0  20  19  14  10  15   4  18  15
13  14  22   4  15  15  19  19  18  13   4   3  20   0  15  16  18  11  18  16  11
14  13  17  17   2  16  14  18  19  18  17  16  19  15   0  15  17   6  17   3   6
15   8  16  18  15  11   5  13  14  19  18  17  14  16  15   0  12  11  12  16  11
16   6  12  18  17  13  15   9   4  21  18  19  10  18  17  12   0  13   8  18  13
17   9  17  13   6  12  14  14  15  14  13  12  15  11   6  11  13   0  13   7   2
18   4   6  20  17  13  15   3  10  21  20  19   4  18  17  12   8  13   0  18  13
19  14  16  18   3  17  13  19  20  19  18  17  18  16   3  16  18   7  18   0   7
20   9  17  13   6  12  14  14  15  14  13  12  15  11   6  11  13   2  13   7   0
;
param C =60;
