param D:=
1 16.4981
2 13.6385
3 25.3194
4 15.1793
5 16.2009
6 20.1509
7 24.3877
8 20.3697
9 22.1407
10 8.435
11 19.5285
12 15.8058
13 22.17
14 19.0738
15 20.6109
16 15.6768
17 20.4986
18 23.4671
19 21.6442
20 18.3257
;
param S:=
1 20
2 15
3 12
4 12
5 10
6 8
7 16
8 13
9 10
10 13
11 18
12 9
13 11
14 14
15 6
16 17
17 3
18 12
19 11
20 14
;
param L:1   2   3   4   5   6   7   8   9  10  11  12  13  14  15  16  17  18  19  20:=
 1   0  21  14  24  28  18  16  13  16  13   4  13  15  12  16  17  19  14  15  20
 2  21   0  13  13  15  21  15  14  17  20  19   8  12  15  11  14  14  19  18   3
 3  14  13   0  16  20  18  14  11  14  15  16   7   3   4   8  15  11  16  15  12
 4  24  13  16   0  12  18  18  17  14  17  22  13  15  18   8  17  11  16  15  14
 5  28  15  20  12   0  16  20  21  18  21  26  17  19  22  14  19  11  20  19  16
 6  18  21  18  18  16   0  22  19  16  13  20  15  17  18  12  23   7  14  15  20
 7  16  15  14  18  20  22   0   5  18  21  14   9  13  16  12   3  15  20  19  16
 8  13  14  11  17  21  19   5   0  15  18  11   6  10  13   9   6  12  17  16  13
 9  16  17  14  14  18  16  18  15   0   5  18  11  13  16   8  19   9   4   3  16
10  13  20  15  17  21  13  21  18   5   0  15  14  16  13  11  22  12   3   4  19
11   4  19  16  22  26  20  14  11  18  15   0  11  15  14  14  15  17  16  17  18
12  13   8   7  13  17  15   9   6  11  14  11   0   6   9   5  10   8  13  12   7
13  15  12   3  15  19  17  13  10  13  16  15   6   0   5   7  14  10  15  14  11
14  12  15   4  18  22  18  16  13  16  13  14   9   5   0  10  17  13  14  15  14
15  16  11   8   8  14  12  12   9   8  11  14   5   7  10   0  13   5  10   9  10
16  17  14  15  17  19  23   3   6  19  22  15  10  14  17  13   0  16  21  20  15
17  19  14  11  11  11   7  15  12   9  12  17   8  10  13   5  16   0  11  10  13
18  14  19  16  16  20  14  20  17   4   3  16  13  15  14  10  21  11   0   3  18
19  15  18  15  15  19  15  19  16   3   4  17  12  14  15   9  20  10   3   0  17
20  20   3  12  14  16  20  16  13  16  19  18   7  11  14  10  15  13  18  17   0
;
param C =60;
