param D:=
1 21.6849
2 20.2915
3 8.435
4 17.2902
5 20.4051
6 18.4437
7 27.7684
8 23.1504
9 16.7646
10 20.3697
11 10.917
12 15.8346
13 14.0984
14 19.4703
15 20.4986
16 14.2581
17 17.8329
18 20.7318
19 25.5927
20 22.1781
;
param S:=
1 15
2 9
3 13
4 12
5 4
6 14
7 16
8 11
9 14
10 13
11 7
12 7
13 10
14 13
15 3
16 8
17 14
18 6
19 13
20 10
;
param L:1   2   3   4   5   6   7   8   9  10  11  12  13  14  15  16  17  18  19  20:=
 1   0   8  12   5  17  15   3  14  15  14  14  14  15  14  14  15  11  19   4   7
 2   8   0  14   5  11   9   9  12   7   6   8   8  17   8   8   9  15  13   6   3
 3  12  14   0  15  15  19  11   4  19  18  12  12  11  18  12  13   3  15  14  15
 4   5   5  15   0  14  12   6  15  12  11  11  11  18  11  11  12  14  16   3   4
 5  17  11  15  14   0  16  18  13  16  15   9   9   8  15   3  10  16   4  15  12
 6  15   9  19  12  16   0  16  17  14  13  13  13  22   3  13  14  20  18  13  10
 7   3   9  11   6  18  16   0  13  16  15  15  15  14  15  15  16  10  18   5   8
 8  14  12   4  15  13  17  13   0  17  16  10  10  13  16  10  11   5  15  16  13
 9  15   7  19  12  16  14  16  17   0   7  13  13  22  13  13  14  18  18  13  10
10  14   6  18  11  15  13  15  16   7   0  12  12  21  12  12  13  19  17  12   9
11  14   8  12  11   9  13  15  10  13  12   0   2  15  12   6   3  13  11  12   9
12  14   8  12  11   9  13  15  10  13  12   2   0  15  12   6   3  13  11  12   9
13  15  17  11  18   8  22  14  13  22  21  15  15   0  21   9  16  10   6  17  18
14  14   8  18  11  15   3  15  16  13  12  12  12  21   0  12  13  19  17  12   9
15  14   8  12  11   3  13  15  10  13  12   6   6   9  12   0   7  13   5  12   9
16  15   9  13  12  10  14  16  11  14  13   3   3  16  13   7   0  14  12  13  10
17  11  15   3  14  16  20  10   5  18  19  13  13  10  19  13  14   0  14  13  16
18  19  13  15  16   4  18  18  15  18  17  11  11   6  17   5  12  14   0  17  14
19   4   6  14   3  15  13   5  16  13  12  12  12  17  12  12  13  13  17   0   5
20   7   3  15   4  12  10   8  13  10   9   9   9  18   9   9  10  16  14   5   0
;
param C =60;
