param D:=
1 17.0893
2 24.7364
3 25.3194
4 19.1714
5 23.9166
6 18.4437
7 19.9296
8 25.2937
9 17.6701
10 21.6442
11 17.3706
12 24.3877
13 20.349
14 14.2771
15 23.3281
16 13.147
17 17.8329
18 23.5728
19 24.1461
20 22.2564
;
param S:=
1 11
2 16
3 12
4 19
5 21
6 14
7 15
8 14
9 15
10 11
11 18
12 16
13 12
14 9
15 11
16 17
17 14
18 12
19 8
20 13
;
param L:1   2   3   4   5   6   7   8   9  10  11  12  13  14  15  16  17  18  19  20:=
 1   0  13   9  16  12   5   6  17  18  14  15  13   3  12  14  14  17  15  11   4
 2  13   0  14   5  17  16  17  16  13  19  12  12  14  17  19  13  16  26  16  15
 3   9  14   0  15  19  12  13  14  11  15   8  14  10  13  15   7  14  22  12  11
 4  16   5  15   0  20  19  20  13  10  16   9  15  17  18  22  10  13  29  19  18
 5  12  17  19  20   0   9   8  27  28  24  25   7  11  22  12  24  27   9  15  10
 6   5  16  12  19   9   0   3  20  21  17  18  16   4  15  15  17  20  12  14   3
 7   6  17  13  20   8   3   0  21  22  18  19  15   5  16  14  18  21  11  15   4
 8  17  16  14  13  27  20  21   0   3   5   6  22  18   7  17   9   2  24  14  19
 9  18  13  11  10  28  21  22   3   0   6   3  23  19   8  18   6   3  25  15  20
10  14  19  15  16  24  17  18   5   6   0   9  19  15   4  14  12   5  21  11  16
11  15  12   8   9  25  18  19   6   3   9   0  20  16  11  21   3   6  28  18  17
12  13  12  14  15   7  16  15  22  23  19  20   0  14  17  19  19  22  16  16  15
13   3  14  10  17  11   4   5  18  19  15  16  14   0  13  15  15  18  14  12   3
14  12  17  13  18  22  15  16   7   8   4  11  17  13   0  12  14   7  19   9  14
15  14  19  15  22  12  15  14  17  18  14  21  19  15  12   0  20  17   9   5  16
16  14  13   7  10  24  17  18   9   6  12   3  19  15  14  20   0   9  27  17  16
17  17  16  14  13  27  20  21   2   3   5   6  22  18   7  17   9   0  24  14  19
18  15  26  22  29   9  12  11  24  25  21  28  16  14  19   9  27  24   0  12  13
19  11  16  12  19  15  14  15  14  15  11  18  16  12   9   5  17  14  12   0  13
20   4  15  11  18  10   3   4  19  20  16  17  15   3  14  16  16  19  13  13   0
;
param C =60;
