param D:=
1 13.4212
2 16.7646
3 21.7513
4 18.9791
5 16.2009
6 22.4666
7 20.4986
8 23.201
9 13.4373
10 15.4257
11 14.2581
12 15.8346
13 21.6442
14 23.5597
15 16.6416
16 13.2103
17 16.5718
18 21.2646
19 20.3697
20 17.0322
;
param S:=
1 7
2 14
3 18
4 10
5 10
6 10
7 3
8 13
9 19
10 15
11 8
12 7
13 11
14 17
15 8
16 6
17 11
18 8
19 13
20 15
;
param L:1   2   3   4   5   6   7   8   9  10  11  12  13  14  15  16  17  18  19  20:=
 1   0   9  11   9  15   3   6  12  14   8   7   6  10  12   7  11  16  13   8  14
 2   9   0  12  16  22  10  13  19  13  15  14  13  17  17  14  18  21  20   7  21
 3  11  12   0  12  26  10  17  23  23   5  18  17  11  21  14  22  11  24  17  25
 4   9  16  12   0  18  12   9  15  21  15  10   9   3  19   4  14  13  16  15  17
 5  15  22  26  18   0  18  11  11  17  23  16  15  19  13  16   6  19   4  21   9
 6   3  10  10  12  18   0   9  15  15   7  10   9  13  13  10  14  19  16   9  17
 7   6  13  17   9  11   9   0  12  18  14   7   6  10  16   7   7  10   9  12  14
 8  12  19  23  15  11  15  12   0  14  20   7   8  16  10  13  15  22  13  18   4
 9  14  13  23  21  17  15  18  14   0  20  19  18  22  10  19  21  28  19   8  10
10   8  15   5  15  23   7  14  20  20   0  15  14  14  18  15  19  14  21  14  22
11   7  14  18  10  16  10   7   7  19  15   0   3  11  15   8  12  17  14  13   9
12   6  13  17   9  15   9   6   8  18  14   3   0  10  16   7  11  16  13  12  10
13  10  17  11   3  19  13  10  16  22  14  11  10   0  20   5  15  12  17  16  18
14  12  17  21  19  13  13  16  10  10  18  15  16  20   0  17  17  26  15  16   6
15   7  14  14   4  16  10   7  13  19  15   8   7   5  17   0  12  15  14  13  15
16  11  18  22  14   6  14   7  15  21  19  12  11  15  17  12   0  15   4  17  13
17  16  21  11  13  19  19  10  22  28  14  17  16  12  26  15  15   0  17  22  24
18  13  20  24  16   4  16   9  13  19  21  14  13  17  15  14   4  17   0  19  11
19   8   7  17  15  21   9  12  18   8  14  13  12  16  16  13  17  22  19   0  16
20  14  21  25  17   9  17  14   4  10  22   9  10  18   6  15  13  24  11  16   0
;
param C =60;
